,STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR,TIME_NUM,SUSPECT_REPORTED_AGE_CUT
5140,6419,2020-08-03,16:50:00,2020,August,Monday,Based on C/W on Scene,APP,POM,84,SGT,84,GRAND LARCENY,7,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,CALM,64,MALE,BLACK,6.0,210,HEA,BROWN,BLK,ORANGE/BLUE PATTERNED SHIRT,84,160 SCHERMERHORN ST,SCHERMERHORN ST,987755,190426,11201,PBBN,BROOKLYN,Y,16,1,16.833333333333332,"[60, 70)"
5141,7786,2020-10-20,17:10:00,2020,October,Tuesday,Based on Radio Run,APP,POM,19,LT,19,ASSAULT,5,Y,N,Y,ASSAULT,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,UPSET,45,MALE,BLACK,5.1,150,THN,BROWN,GRY,NONE,19,E 88 ST && PARK AVE,E 88 ST,996367,223994,10128,PBMN,MANHATTAN,N,17,4,17.166666666666668,"[40, 50)"
5142,5786,2020-06-25,12:46:00,2020,June,Thursday,Based on Radio Run,APP,POM,107,SGT,107,GRAND LARCENY AUTO,26,Y,N,Y,GRAND LARCENY AUTO,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,SA,CALM,38,MALE,BLACK,6.0,210,MED,BROWN,BLK,BLAK HAT BLUE SHIRT,107,SMEDLEY ST && COOLIDGE AVE,SMEDLEY ST,1036119,199815,11435,PBQS,QUEENS,N,12,1,12.766666666666667,"[30, 40)"
5143,8765,2020-11-24,12:55:00,2020,November,Tuesday,Based on Self Initiated,APP,POM,17,LT,17,CPSP,5,Y,N,Y,OTHER,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,UPSET,27,MALE,WHITE,6.0,180,MED,BROWN,BLK,HOLDING A GREEN CARRY-BAG,17,575 LEXINGTON AVE,LEXINGTON AVE,992120,215190,10022,PBMS,MANHATTAN,Y,12,4,12.916666666666666,"[20, 30)"
5144,9072,2020-12-14,17:43:00,2020,December,Monday,Based on Radio Run,APP,POM,63,SGT,63,ROBBERY,8,Y,Y,Y,ROBBERY,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,ID,TALKATIVE/CALM,40,MALE,WHITE,5.9,150,THN,BROWN,BRO,empty,63,AVENUE K && E 51 ST,AVENUE K,1004623,167315,11234,PBBS,BROOKLYN,Y,17,1,17.716666666666665,"[40, 50)"
5145,8121,2020-11-04,21:30:00,2020,November,Wednesday,Based on Self Initiated,APP,POM,40,SGT,40,CPW,4,Y,N,Y,CPW,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,CO,UPSET,19,MALE,WHITE,5.7,160,THN,BROWN,BLK,empty,40,635 MORRIS AVE,MORRIS AVE,1005821,237842,10451,PBBX,BRONX,Y,21,4,21.5,"[10, 20)"
5146,8410,2020-10-29,13:30:00,2020,October,Thursday,Based on Radio Run,APP,POM,802,SGT,802,CRIMINAL TRESPASS,4,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,CM,ELUSIVE,30,MALE,WHITE,5.8,150,THN,BROWN,BLK,NONE,75,445 FOUNTAIN AVE,FOUNTAIN AVE,1019506,183051,11208,PBBN,BROOKLYN,Y,13,0,13.5,"[30, 40)"
5147,5231,2020-06-02,18:18:00,2020,June,Tuesday,Based on Radio Run,APP,POM,101,SGT,101,BURGLARY,5,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,22,MALE,WHITE,6.0,160,THN,BROWN,BRO,empty,101,23-82 BAYSWATER AVE,BAYSWATER AVE,1050381,160395,11691,PBQS,QUEENS,Y,18,1,18.3,"[20, 30)"
5148,7249,2020-09-16,07:48:00,2020,September,Wednesday,Based on Self Initiated,APP,POF,1,LT,1,MURDER,10,Y,Y,Y,OTHER,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,SB,NERVOUS,48,MALE,BLACK,5.4,120,THN,BROWN,BLK,BLACK SWEAT SHIRT BLUE JEANS.,1,GREENWICH ST && WATTS ST,GREENWICH ST,981637,203082,10013,PBMS,MANHATTAN,Y,7,2,7.8,"[40, 50)"
5149,45,2020-01-02,05:55:00,2020,January,Thursday,Based on Radio Run,APP,POM,83,SGT,83,BURGLARY,1,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,CM,QUITE,30,MALE,WHITE,5.9,160,THN,BROWN,BLK,DARK OUTER GARMENT,83,20 MELROSE ST,MELROSE ST,1002119,193503,11206,PBBN,BROOKLYN,Y,5,0,5.916666666666667,"[30, 40)"
5151,136,2020-01-04,18:20:00,2020,January,Saturday,Based on Radio Run,APP,POF,46,SGT,46,ASSAULT,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,SWEATING,20,MALE,BLACK,6.2,190,THN,BROWN,BLK,empty,46,100 E 183 ST,E 183 ST,1011467,251843,10453,PBBX,BRONX,Y,18,0,18.333333333333332,"[20, 30)"
5153,4403,2020-05-11,01:15:00,2020,May,Monday,Based on Radio Run,APP,POM,47,SGT,47,CPW,3,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,35,MALE,BLACK,6.2,190,THN,BROWN,BLK,GRAY SWEAT SHIRT,47,4718 WHITE PLAINS RD,WHITE PLAINS RD,1025802,268662,10470,PBBX,BRONX,Y,1,1,1.25,"[30, 40)"
5154,7834,2020-10-20,01:20:00,2020,October,Tuesday,Based on Radio Run,APP,POM,19,SGT,19,BURGLARY,6,Y,Y,Y,PETIT LARCENY,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,NERVOUS,57,FEMALE,WHITE,4.9,120,THN,OTHER,OTHER,empty,19,511 E 80 ST,E 80 ST,998354,220481,10028,PBMN,MANHATTAN,Y,1,2,1.3333333333333333,"[50, 60)"
5155,6904,2020-09-09,15:20:00,2020,September,Wednesday,Based on Radio Run,APP,POM,112,SGT,112,MAKING GRAFFITI,10,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM/COMPLIANT,17,MALE,WHITE,5.6,150,MED,BROWN,BLK,LONG HAIR BLACK SHIRT BLACK P,112,75-09 WOODHAVEN BLVD,WOODHAVEN BLVD,1023393,197385,11385,PBQN,QUEENS,Y,15,6,15.333333333333334,"[10, 20)"
5156,8685,2020-11-21,00:22:00,2020,November,Saturday,Based on Radio Run,APP,POM,24,SGT,24,MAKING GRAFFITI,5,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,31,MALE,WHITE,5.1,170,MED,BROWN,BLK,empty,24,203 W 103 ST,W 103 ST,993275,230278,10025,PBMN,MANHATTAN,Y,0,1,0.36666666666666664,"[30, 40)"
5157,4530,2020-05-12,21:18:00,2020,May,Tuesday,Based on C/W on Scene,APP,POM,42,SGT,42,ASSAULT,3,Y,N,Y,ASSAULT,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,APPARENTLY NORMAL,55,MALE,BLACK,6.2,220,THN,BROWN,BLD,empty,42,1351 BOSTON RD,BOSTON RD,1012191,242509,10456,PBBX,BRONX,Y,21,3,21.3,"[50, 60)"
5158,8453,2020-10-31,23:22:00,2020,October,Saturday,Based on Radio Run,APP,POM,50,LT,50,BURGLARY,5,Y,N,N,not arrested,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,CM,APPARENTLY NORMAL,28,MALE,WHITE,6.0,160,MED,BROWN,BLK,RED JACKET SWEATSHIRT,50,148 VAN CORTLANDT PARK S,VAN CORTLANDT PARK S,1012901,262003,10463,PBBX,BRONX,Y,23,3,23.366666666666667,"[20, 30)"
5159,1010,2020-02-04,01:40:00,2020,February,Tuesday,Based on Radio Run,APP,POM,72,SGT,72,UNAUTHORIZED USE OF A VEHICLE,2,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,UPSET,23,MALE,BLACK,6.0,180,MED,BROWN,BLK,BLACK JACKET WITH HOOD,72,7 AVE && PROSPECT AVE,7 AVE,988100,180268,11215,PBBS,BROOKLYN,Y,1,4,1.6666666666666665,"[20, 30)"
5160,6364,2020-08-09,00:40:00,2020,August,Sunday,Based on Radio Run,APP,OTHER,75,SGT,75,CPW,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,CM,NERVOUS,39,MALE,BLACK,5.7,190,MED,BROWN,BLK,T SHIRT AND BLUE SHORTS,75,3373 FULTON ST,FULTON ST,1020000,188530,11208,PBBN,BROOKLYN,Y,0,2,0.6666666666666666,"[30, 40)"
5161,1283,2020-02-09,19:20:00,2020,February,Sunday,Based on C/W on Scene,APP,POM,105,SGT,105,BURGLARY,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,IRRATIONAL,44,MALE,BLACK,5.1,160,THN,BROWN,BLK,empty,105,227-07 108 AVE,108 AVE,1059376,197099,11429,PBQS,QUEENS,Y,19,0,19.333333333333332,"[40, 50)"
5162,1784,2020-02-15,15:50:00,2020,February,Saturday,Based on Self Initiated,APP,POM,120,SGT,123,OTHER,10,Y,N,N,not arrested,N,Y,N,N,N,Y,Y,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,SA,CALM AND COLLECTED,39,MALE,WHITE,5.8,180,MED,BROWN,BRO,empty,120,VICTORY BLVD && MONTGOMERY AVE,VICTORY BLVD,962622,171764,10301,PBSI,STATEN ISLAND,Y,15,1,15.833333333333334,"[30, 40)"
5163,5638,2020-06-13,04:19:00,2020,June,Saturday,Based on C/W on Scene,APP,POM,78,SGT,78,OTHER,13,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,ID,SWEATY NERVOUS AND OUT OF BREATH.,20,MALE,BLACK,6.3,200,HEA,BROWN,BLK,WHITE TORN GARMENT AROUND NEC,78,E LAKE DR && EAST DR,E LAKE DR,994264,179776,11226,PBBS,BROOKLYN,Y,4,2,4.316666666666666,"[20, 30)"
5164,8114,2020-11-03,22:55:00,2020,November,Tuesday,Based on Radio Run,APP,POM,42,SGT,42,CPW,8,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,SA,UPSET AND CURSING,39,MALE,BLACK,6.2,300,HEA,BLACK,BLK,empty,42,482 E 167 ST,E 167 ST,1009836,241562,10456,PBBX,BRONX,N,22,4,22.916666666666668,"[30, 40)"
5165,156,2020-01-05,15:44:00,2020,January,Sunday,Based on Radio Run,APP,POM,109,SGT,109,CPW,10,Y,Y,Y,CRIMINAL POSSESSION OF MARIHUANA,N,N,N,S,V,Y,Y,empty,empty,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CO,CALM,15,MALE,WHITE,5.7,150,THN,BROWN,BRO,empty,109,21 AVE && UTOPIA PKWY,21 AVE,1041390,223051,11357,PBQN,QUEENS,Y,15,1,15.733333333333333,"[10, 20)"
5166,1842,2020-02-20,20:52:00,2020,February,Thursday,Based on Radio Run,APP,POM,45,SGT,45,GRAND LARCENY,10,Y,N,N,not arrested,N,N,N,S,V,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,13,unknown,BLACK,5.0,100,THN,BROWN,BLK,empty,45,2556 E TREMONT AVE,E TREMONT AVE,1026133,246385,10461,PBBX,BRONX,N,20,1,20.866666666666667,"[10, 20)"
5167,2567,2020-03-13,21:45:00,2020,March,Friday,Based on Radio Run,APP,POM,109,LT,109,ASSAULT,11,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,SB,CONFUSED,36,MALE,WHITE,5.5,150,MED,BROWN,BLK,BLACK BACKPACK DARK HOODIE,109,38 AVE && 138 ST,38 AVE,1031520,216637,11354,PBQN,QUEENS,Y,21,9,21.75,"[30, 40)"
5168,427,2020-01-15,15:00:00,2020,January,Wednesday,Based on Radio Run,APP,POF,75,LT,75,ROBBERY,10,Y,N,N,not arrested,N,Y,N,N,N,Y,N,empty,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,CM,UPSET,27,MALE,BLACK,5.400000000000001,170,MED,BLACK,BLK,empty,75,ATLANTIC AVE && VERMONT ST,ATLANTIC AVE,1013400,185547,11207,PBBN,BROOKLYN,Y,15,4,15.0,"[20, 30)"
5169,3161,2020-03-24,17:10:00,2020,March,Tuesday,Based on Radio Run,APP,POM,412,LT,412,ROBBERY,9,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,COMPLIANT,42,MALE,BLACK,5.11,210,UNKNOWN,BROWN,BLD,empty,63,FLATBUSH AVENUE && AVIATOR ROAD,FLATBUSH AVENUE,1000447,168067,unknown,PBBS,BROOKLYN,Y,17,6,17.166666666666668,"[40, 50)"
5170,5838,2020-07-01,19:01:00,2020,July,Wednesday,Based on C/W on Scene,APP,POM,46,SGT,46,ROBBERY,1,N,Y,Y,ROBBERY,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,COOPERATIVE,20,MALE,WHITE,5.7,130,THN,BROWN,BLK,BRAIDED HAIR,46,E FORDHAM RD && ELM PL,E FORDHAM RD,1013646,253325,10458,PBBX,BRONX,Y,19,5,19.016666666666666,"[20, 30)"
5171,3838,2020-04-23,17:30:00,2020,April,Thursday,Based on Radio Run,APP,POM,24,SGT,24,ROBBERY,41,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,UNCOOPERATIVE,40,MALE,BLACK,5.5,170,MED,unknown,BLK,empty,24,BROADWAY && W 86 ST,BROADWAY,990758,226482,10024,PBMN,MANHATTAN,Y,17,0,17.5,"[40, 50)"
5172,5480,2020-06-13,08:07:00,2020,June,Saturday,Based on C/W on Scene,APP,POM,63,LT,63,PETIT LARCENY,8,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,58,MALE,BLACK,5.8,180,MED,BROWN,BLK,empty,63,1940 RALPH AVE,RALPH AVE,1006719,168916,11234,PBBS,BROOKLYN,Y,8,1,8.116666666666667,"[50, 60)"
5173,6958,2020-08-31,15:18:00,2020,August,Monday,Based on Self Initiated,APP,POM,88,SGT,88,OTHER,6,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,APPARENTLY NORMAL,43,MALE,BLACK,6.1,180,THN,BLACK,BLK,empty,88,75 CUMBERLAND WALK,CUMBERLAND WALK,991469,192623,11205,PBBN,BROOKLYN,Y,15,3,15.3,"[40, 50)"
5174,6317,2020-08-06,23:45:00,2020,August,Thursday,Based on Radio Run,APP,POM,870,SGT,870,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,UPSET,42,MALE,BLACK,6.1,190,MED,BROWN,BLK,UNK,75,EUCLID AVE && PITKIN AVE,EUCLID AVE,1019725,185360,unknown,PBBN,BROOKLYN,Y,23,4,23.75,"[40, 50)"
5175,7587,2020-10-11,02:16:00,2020,October,Sunday,Based on Self Initiated,APP,POM,318,SGT,318,CPW,5,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,PF,ANGRY AND COMBATIVE,30,FEMALE,BLACK,5.3,130,MED,BLACK,BLK,empty,67,116 LENOX RD,LENOX RD,996628,177401,11226,PBBS,BROOKLYN,Y,2,8,2.2666666666666666,"[30, 40)"
5176,8268,2020-11-07,17:06:00,2020,November,Saturday,Based on Self Initiated,APP,POM,42,SGT,42,CPW,3,Y,Y,Y,CPW,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,CM,CALM DEMEANOR,21,MALE,BLACK,5.11,180,THN,BROWN,BLK,empty,42,1234 INTERVALE AVE,INTERVALE AVE,1013494,241286,10459,PBBX,BRONX,Y,17,1,17.1,"[20, 30)"
5177,8878,2020-11-24,21:00:00,2020,November,Tuesday,Based on Radio Run,APP,POM,50,SGT,50,BURGLARY,41,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,26,MALE,BLACK,5.9,165,MED,BROWN,BLK,empty,50,3707 BLACKSTONE AVE,BLACKSTONE AVE,1008656,262985,10463,PBBX,BRONX,Y,21,1,21.0,"[20, 30)"
5178,3248,2020-02-25,20:00:00,2020,February,Tuesday,Based on Self Initiated,APP,POM,75,SGT,75,ROBBERY,4,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,NORMAL,20,MALE,BLACK,5.6,160,MED,BROWN,BLK,empty,75,FULTON ST && SHEPHERD AVE,FULTON ST,1016979,187328,11208,PBBN,BROOKLYN,Y,20,3,20.0,"[20, 30)"
5179,7275,2020-09-27,00:36:00,2020,September,Sunday,Based on Radio Run,APP,POM,24,LT,24,CPW,4,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CONFUSED,32,MALE,WHITE,5.9,170,THN,BROWN,BLK,empty,24,MANHATTAN AVE && W 108 ST,MANHATTAN AVE,995179,230726,10025,PBMN,MANHATTAN,N,0,9,0.6,"[30, 40)"
5180,8016,2020-10-31,04:52:00,2020,October,Saturday,Based on C/W on Scene,APP,POM,114,SGT,114,CRIMINAL MISCHIEF,5,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM / COOPERATIVE,26,MALE,WHITE,5.8,150,THN,BROWN,BRO,GRREN PANTS / BLACK HOODED SW,114,31 STREET && ASTORIA BOULEVARD,31 STREET,1007653,219563,unknown,PBQN,QUEENS,Y,4,10,4.866666666666667,"[20, 30)"
5181,7257,2020-09-24,11:00:00,2020,September,Thursday,Based on Radio Run,APP,POM,105,SGT,105,MENACING,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,24,MALE,BLACK,5.8,150,THN,BLACK,BLK,empty,105,VANERVEER STREET && 89 AVENUE,VANERVEER STREET,1057635,203953,unknown,PBQS,QUEENS,Y,11,1,11.0,"[20, 30)"
5182,9424,2020-12-10,20:39:00,2020,December,Thursday,Based on Radio Run,APP,POM,32,SGT,32,CPW,8,Y,N,Y,MENACING,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,29,MALE,BLACK,5.9,155,MED,BROWN,BLK,empty,32,50 W 139 ST,W 139 ST,1001423,236608,10037,PBMN,MANHATTAN,N,20,1,20.65,"[20, 30)"
5183,6823,2020-09-06,13:31:00,2020,September,Sunday,Based on C/W on Scene,APP,POM,66,LT,66,MURDER,41,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,55,MALE,WHITE,5.4,165,MED,BROWN,GRY,empty,66,10 AVE && 61 ST,10 AVE,982651,169623,11219,PBBS,BROOKLYN,Y,13,1,13.516666666666667,"[50, 60)"
5184,8976,2020-12-03,19:43:00,2020,December,Thursday,Based on C/W on Scene,APP,POF,19,LT,19,ROBBERY,12,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,17,MALE,BLACK,5.9,150,THN,BROWN,BLK,BLACK HOODY BLUE BUBBLE JACKE,19,E 90 ST && 2 AVE,E 90 ST,998130,223615,10128,PBMN,MANHATTAN,Y,19,1,19.716666666666665,"[10, 20)"
5185,6495,2020-08-08,16:45:00,2020,August,Saturday,Based on Radio Run,APP,POM,103,SGT,103,CPW,10,Y,Y,Y,CPW,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,COOPERATIVE,20,MALE,BLACK,5.9,160,THN,BROWN,BLK,empty,103,HILLSIDE AVE && QUEENS BLVD,HILLSIDE AVE,1035476,195890,11435,PBQS,QUEENS,Y,16,5,16.75,"[20, 30)"
