,STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR,TIME_NUM,SUSPECT_REPORTED_AGE_CUT
0,1966,2020-02-27,22:50:00,2020,February,Thursday,Based on Self Initiated,APP,POM,807,SGT,807,ROBBERY,5,Y,N,N,not arrested,Y,N,N,S,V,Y,N,empty,empty,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,SA,"ARGUMENTATIVE, AGGRESSIVE, COMBATIVE",21,MALE,BLACK,6.0,170,THN,BROWN,BLK,empty,40,520 E 144 ST,E 144 ST,1007418,234886,10454,PBBX,BRONX,N,22,0,22.833333333333332,"[20, 30)"
1,6248,2020-08-04,08:41:00,2020,August,Tuesday,Based on Radio Run,APP,POF,863,SGT,863,CPW,8,Y,N,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,CM,IN A HURRY,44,MALE,BLACK,5.9,215,HEA,BROWN,BLK,empty,13,E 14 ST && UNION SQ E,E 14 ST,987034,206937,unknown,PBMS,MANHATTAN,Y,8,0,8.683333333333334,"[40, 50)"
2,7302,2020-09-28,11:23:00,2020,September,Monday,Based on C/W on Scene,APP,OTHER,104,SGT,104,PETIT LARCENY,11,Y,N,Y,PETIT LARCENY,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,31,MALE,WHITE,5.8,180,MED,OTHER,BRO,BLACK HOODIE BLUE JEANS BLACK,104,FOREST AVE && SUMMERFIELD ST,FOREST AVE,1012514,194041,11385,PBQN,QUEENS,Y,11,1,11.383333333333333,"[30, 40)"
3,1310,2020-02-05,09:45:00,2020,February,Wednesday,Based on Radio Run,APP,POM,121,SGT,121,BURGLARY,5,Y,Y,N,not arrested,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,CM,QUIZZICAL,19,MALE,WHITE,5.7,150,THN,BROWN,BRO,empty,121,11 RILEY PL,RILEY PL,945306,168366,10302,PBSI,STATEN ISLAND,Y,9,0,9.75,"[10, 20)"
4,3959,2020-04-29,02:45:00,2020,April,Wednesday,Based on Self Initiated,APP,POM,72,LT,72,UNAUTHORIZED USE OF A VEHICLE,10,Y,N,Y,OTHER,N,Y,N,N,N,N,Y,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,ANNOYED,24,MALE,BLACK,5.8,190,THN,BLACK,BLK,PURPLE BACKPACK GRAY FACE MAS,72,6002 3 AVE,3 AVE,978428,173195,11220,PBBS,BROOKLYN,Y,2,0,2.75,"[20, 30)"
5,2054,2020-02-22,00:23:00,2020,February,Saturday,Based on Radio Run,APP,POM,62,SGT,62,BURGLARY,10,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,19,MALE,BLACK,5.6,130,MED,BROWN,BLK,empty,62,1515 W 7 ST,W 7 ST,989533,161555,11204,PBBS,BROOKLYN,Y,0,2,0.38333333333333336,"[10, 20)"
6,3364,2020-03-30,19:01:00,2020,March,Monday,Based on Self Initiated,APP,POM,42,SGT,42,CPW,1,Y,N,Y,CPW,N,N,N,N,V,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,CM,OUT OF BREATH,23,MALE,BLACK,5.8,150,MED,BROWN,BLK,ARM -TATTOO WITH WORDS AND PI,42,E 167 ST && 3 AVE,E 167 ST,1010106,241483,10456,PBBX,BRONX,Y,19,0,19.016666666666666,"[20, 30)"
7,676,2020-01-24,13:54:00,2020,January,Friday,Based on Self Initiated,APP,POM,78,LT,78,CPSP,14,Y,N,Y,CPSP,N,N,N,S,V,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,NERVOUS,57,MALE,BLACK,5.8,210,MED,BROWN,BLK,empty,78,93 ST JOHNS PL,ST JOHNS PL,990872,186062,11217,PBBS,BROOKLYN,Y,13,2,13.9,"[50, 60)"
8,1376,2020-02-12,01:49:00,2020,February,Wednesday,Based on Radio Run,APP,POM,106,SGT,106,CPW,7,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,"HOSTILE, AGGITATED",22,MALE,BLACK,5.533333333333334,153,THN,BLACK,BLK,empty,106,134-09 ROCKAWAY BLVD,ROCKAWAY BLVD,1038665,185158,11420,PBQS,QUEENS,Y,1,0,1.8166666666666667,"[20, 30)"
9,5692,2020-06-06,15:20:00,2020,June,Saturday,Based on Radio Run,APP,POM,67,SGT,67,BURGLARY,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,29,MALE,BLACK,5.1,180,MED,BROWN,BLK,empty,67,146 ERASMUS ST,ERASMUS ST,997880,175939,11226,PBBS,BROOKLYN,Y,15,1,15.333333333333334,"[20, 30)"
10,1396,2020-02-12,21:41:00,2020,February,Wednesday,Based on Radio Run,APP,POF,32,SGT,32,GRAND LARCENY AUTO,5,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,NORMAL AND COMPILENT,32,MALE,BLACK,5.1,190,MED,BLACK,BLK,empty,32,W 131 ST && 5 AVE,W 131 ST,1000999,234464,10037,PBMN,MANHATTAN,Y,21,3,21.683333333333334,"[30, 40)"
11,6521,2020-06-28,10:00:00,2020,June,Sunday,Based on Self Initiated,APP,OTHER,19,LT,19,CRIMINAL MISCHIEF,2,Y,N,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,Y,Y,N,empty,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,SA,AGITATED,43,MALE,BLACK,5.8,146,THN,BROWN,BLD,"TATTOOS ON ARM ""ALPHA"" ""OMEGA",19,153 E 67 ST,E 67 ST,994271,218732,10065,PBMN,MANHATTAN,Y,10,7,10.0,"[40, 50)"
12,1493,2020-02-15,15:45:00,2020,February,Saturday,Based on Radio Run,APP,POM,112,LT,112,MAKING GRAFFITI,25,Y,N,Y,MAKING GRAFFITI,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,COOPERATIVE,25,MALE,WHITE,5.9,200,MED,BROWN,BRO,BLACK OVER COAT GREY UNDER SH,112,QUEENS BLVD && ELIOT AVE,QUEENS BLVD,1020819,206204,11374,PBQN,QUEENS,N,15,5,15.75,"[20, 30)"
13,9057,2020-12-05,15:04:00,2020,December,Saturday,Based on Radio Run,APP,POM,63,SGT,63,ROBBERY,15,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,SB,NERVOUS,18,FEMALE,BLACK,5.4,165,MED,BROWN,BLK,BLACK JACKET AND BLUE PANTS,63,QUENTIN RD && FLATBUSH AVE,QUENTIN RD,1003203,164411,11234,PBBS,BROOKLYN,Y,15,2,15.066666666666666,"[10, 20)"
14,4998,2020-05-18,18:50:00,2020,May,Monday,Based on Radio Run,APP,OTHER,105,SGT,105,CPW,3,Y,Y,Y,CPW,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,NERVOUS,44,MALE,BLACK,5.1,165,THN,BROWN,BLK,ORANGE HOODY,105,LINDEN BLVD && 219 ST,LINDEN BLVD,1056070,192739,11411,PBQS,QUEENS,Y,18,2,18.833333333333332,"[40, 50)"
15,5081,2020-05-25,13:14:00,2020,May,Monday,Based on Radio Run,APP,POF,863,SGT,863,GRAND LARCENY,20,Y,Y,Y,GRAND LARCENY,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,ID,APPARENTLY NORMAL,17,MALE,BLACK,5.8,130,THN,BROWN,BLK,empty,14,320 E 42 ST,E 42 ST,992172,212274,10017,PBMS,MANHATTAN,Y,13,3,13.233333333333333,"[10, 20)"
16,6072,2020-07-24,05:10:00,2020,July,Friday,Based on Radio Run,APP,POF,28,SGT,28,ASSAULT,27,Y,Y,Y,ASSAULT,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,CM,CALM,21,MALE,OTHER,5.4,120,THN,BROWN,BLK,empty,28,306 LENOX AVE,LENOX AVE,999468,233641,10027,PBMN,MANHATTAN,Y,5,1,5.166666666666667,"[20, 30)"
17,6949,2020-09-11,20:57:00,2020,September,Friday,Based on Radio Run,APP,POM,110,LT,110,ASSAULT,24,N,N,Y,ROBBERY,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,CO,CONFUSED.,25,MALE,WHITE,5.2,140,THN,BROWN,BLK,TATTOO OF 3 SKULLS WITH BLUE,110,ELBERTSON ST && ELMHURST AVE,ELBERTSON ST,1018288,211404,11373,PBQN,QUEENS,Y,20,9,20.95,"[20, 30)"
18,9141,2020-12-16,18:00:00,2020,December,Wednesday,Based on Radio Run,APP,POM,50,SGT,50,OTHER,10,Y,N,Y,OTHER,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CO,UPSET,22,MALE,WHITE,5.7,170,MED,BROWN,BRO,empty,50,6161 BROADWAY,BROADWAY,1012732,265500,10471,PBBX,BRONX,N,18,4,18.0,"[20, 30)"
19,6939,2020-08-27,22:10:00,2020,August,Thursday,Based on Radio Run,APP,POM,77,SGT,77,CPW,2,Y,N,Y,CPW,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,ID,UPSET,26,MALE,BLACK,5.11,150,THN,BROWN,BLK,empty,77,1469 BEDFORD AVE,BEDFORD AVE,996989,184451,11216,PBBN,BROOKLYN,N,22,4,22.166666666666668,"[20, 30)"
20,8086,2020-10-31,04:40:00,2020,October,Saturday,Based on Radio Run,APP,POM,47,SGT,47,CPW,15,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,CM,NERVOUS,21,MALE,BLACK,5.9,170,THN,BROWN,BLK,empty,47,4781 WHITE PLAINS RD,WHITE PLAINS RD,1025817,269277,10470,PBBX,BRONX,Y,4,2,4.666666666666667,"[20, 30)"
21,5553,2020-06-12,22:43:00,2020,June,Friday,Based on Radio Run,APP,POM,79,SGT,90,ASSAULT,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,ANGRY,52,MALE,BLACK,5.6,150,HEA,BROWN,BLD,empty,79,WILLOUGHBY AVE && WALWORTH ST,WILLOUGHBY AVE,997009,191833,11205,PBBN,BROOKLYN,Y,22,8,22.716666666666665,"[50, 60)"
22,8521,2020-11-20,17:32:00,2020,November,Friday,Based on Radio Run,APP,POM,72,SGT,72,CPW,3,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,NORMAL,20,MALE,WHITE,5.1,160,MED,BROWN,BLK,empty,72,39 ST && 3 AVE,39 ST,981984,177494,11232,PBBS,BROOKLYN,Y,17,3,17.533333333333335,"[20, 30)"
23,6822,2020-09-06,13:31:00,2020,September,Sunday,Based on C/W on Scene,APP,POM,66,LT,66,MURDER,41,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,CALM,44,MALE,WHITE,5.5,150,MED,BROWN,BRO,empty,66,10 AVE && 61 ST,10 AVE,982651,169623,11219,PBBS,BROOKLYN,Y,13,1,13.516666666666667,"[40, 50)"
24,2462,2020-03-13,12:16:00,2020,March,Friday,Based on C/W on Scene,APP,POM,90,SGT,90,GRAND LARCENY,41,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,UPSET,22,MALE,BLACK,6.2,200,THN,BROWN,BLK,empty,90,1087 FLUSHING AVE,FLUSHING AVE,1004058,196103,11237,PBBN,BROOKLYN,Y,12,4,12.266666666666667,"[20, 30)"
25,2902,2020-03-20,13:01:00,2020,March,Friday,Based on Radio Run,APP,OTHER,14,LT,14,ROBBERY,9,Y,N,Y,ROBBERY,N,Y,N,N,N,Y,Y,empty,empty,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,39,MALE,WHITE,5.7,177,MED,BROWN,BLK,TATTOOS LEFT HAND,14,201 W 34 ST,W 34 ST,986805,212972,10001,PBMS,MANHATTAN,N,13,1,13.016666666666667,"[30, 40)"
26,5788,2020-06-25,14:45:00,2020,June,Thursday,Based on Radio Run,APP,POM,62,SGT,62,ASSAULT,15,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,34,MALE,BLACK,5.11,160,THN,BROWN,BLK,empty,62,9000 BAY PKWY,BAY PKWY,983853,156078,11214,PBBS,BROOKLYN,N,14,1,14.75,"[30, 40)"
27,9501,2020-01-05,19:30:00,2020,January,Sunday,Based on Radio Run,APP,POM,101,SGT,101,ROBBERY,15,Y,Y,Y,CPW,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,CM,CALM,13,MALE,BLACK,5.5,180,HEA,BROWN,BLK,empty,101,54-30 BEACH CHANNEL DR,BEACH CHANNEL DR,1043660,156274,11692,PBQS,QUEENS,Y,19,1,19.5,"[10, 20)"
28,9067,2020-12-11,17:49:00,2020,December,Friday,Based on Self Initiated,APP,POM,6,SGT,6,BURGLARY,6,Y,Y,Y,OTHER,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,COOPERTIVE,28,MALE,BLACK,6.0,200,MED,BROWN,BLK,TATTOO ON FACE,6,212 SULLIVAN ST,SULLIVAN ST,984210,204976,10012,PBMS,MANHATTAN,Y,17,0,17.816666666666666,"[20, 30)"
29,559,2020-01-16,07:15:00,2020,January,Thursday,Based on Radio Run,APP,OTHER,30,SGT,30,BURGLARY,10,Y,N,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,"PROTESTED STOP,USED VULGARITIES",50,MALE,BLACK,5.9,170,MED,BROWN,BLK,GRAY HOODIEBLACK JACKET,30,1502 AMSTERDAM AVE,AMSTERDAM AVE,997308,237456,10031,PBMN,MANHATTAN,Y,7,0,7.25,"[50, 60)"
30,4763,2020-01-24,14:56:00,2020,January,Friday,Based on Radio Run,APP,POM,90,SGT,83,CPW,1,N,N,Y,CPW,N,N,N,S,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,SB,COMBATIVE,20,MALE,WHITE,5.8,150,THN,BROWN,BLK,empty,90,125 HUMBOLDT ST,HUMBOLDT ST,1000504,196444,11206,PBBN,BROOKLYN,Y,14,0,14.933333333333334,"[20, 30)"
31,1689,2020-02-19,18:40:00,2020,February,Wednesday,Based on C/W on Scene,APP,POM,77,OTHER,77,CPW,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,CM,ANGRY,21,MALE,BLACK,5.8,130,THN,BROWN,BLK,empty,77,725 NOSTRAND AVE,NOSTRAND AVE,998084,184229,11216,PBBN,BROOKLYN,Y,18,8,18.666666666666668,"[20, 30)"
32,44,2020-01-03,04:09:00,2020,January,Friday,Based on C/W on Scene,APP,POM,68,SGT,68,CRIMINAL POSSESSION OF FORGED INSTRUMENT,35,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,CALM,19,MALE,BLACK,6.0,160,MED,BROWN,BLK,empty,68,4 AVE && BAY RIDGE AVE,4 AVE,977722,170485,11220,PBBS,BROOKLYN,N,4,1,4.15,"[10, 20)"
33,2187,2020-03-01,13:50:00,2020,March,Sunday,Based on Radio Run,APP,POM,9,SGT,9,ROBBERY,11,Y,Y,Y,ROBBERY,N,N,N,S,V,N,N,N,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,17,MALE,WHITE,5.9,160,THN,BROWN,BRO,empty,7,COLUMBIA ST && DELANCEY ST,COLUMBIA ST,989588,200202,10002,PBMS,MANHATTAN,Y,13,1,13.833333333333334,"[10, 20)"
34,1273,2020-02-07,19:11:00,2020,February,Friday,Based on Self Initiated,APP,POF,78,SGT,78,PETIT LARCENY,13,Y,Y,N,not arrested,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,CM,IN AGREEMENT WITH OFFICER,42,MALE,WHITE,5.7,180,THN,BROWN,OTHER,BLACK JACKET BLACK HOODED SWE,78,6 AVE && PRESIDENT ST,6 AVE,990244,185127,11215,PBBS,BROOKLYN,N,19,0,19.183333333333334,"[40, 50)"
35,4461,2020-05-12,17:45:00,2020,May,Tuesday,Based on Radio Run,APP,POM,102,SGT,102,PETIT LARCENY,8,Y,N,N,not arrested,N,N,N,S,N,N,N,empty,empty,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,HAPPY,37,MALE,WHITE,5.1,160,MED,BROWN,BRO,RED BANDANNA BRUISE EYE  BLK,102,LEFFERTS BLVD && ABINGDON RD,LEFFERTS BLVD,1030923,196912,11415,PBQS,QUEENS,Y,17,0,17.75,"[30, 40)"
36,8882,2020-12-05,04:22:00,2020,December,Saturday,Based on Radio Run,APP,POM,52,SGT,52,CPW,10,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM AND COOPERATIVE,30,MALE,WHITE,5.6,140,THN,BROWN,BLK,empty,52,222 E 198 ST,E 198 ST,1014619,256122,10458,PBBX,BRONX,Y,4,10,4.366666666666666,"[30, 40)"
37,2122,2020-03-04,18:15:00,2020,March,Wednesday,Based on Self Initiated,APP,POM,804,SGT,804,CRIMINAL TRESPASS,5,Y,N,Y,CRIMINAL TRESPASS,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,SA,NERVOUS,41,MALE,WHITE,5.1,200,MED,BROWN,GRY,empty,9,819 FRANKLIN D ROOSEVELT DR,FRANKLIN D ROOSEVELT DR,991447,202836,10009,PBMS,MANHATTAN,Y,18,2,18.25,"[40, 50)"
38,7533,2020-10-10,17:02:00,2020,October,Saturday,Based on Radio Run,APP,POM,50,SGT,50,MENACING,10,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,CM,COOPERATIVE,21,MALE,BLACK,5.8,160,THN,BROWN,BLK,empty,50,SEDGWICK AVE && W 195 ST,SEDGWICK AVE,1011174,256470,10468,PBBX,BRONX,Y,17,5,17.033333333333335,"[20, 30)"
39,2259,2020-03-08,14:17:00,2020,March,Sunday,Based on Self Initiated,APP,POM,805,SGT,805,CRIMINAL TRESPASS,10,Y,Y,Y,CRIMINAL TRESPASS,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,SA,CALM,27,MALE,WHITE,6.0,140,MED,OTHER,BRO,BLACK SKULL CAP BLACK HOODY B,23,1591 PARK AVE,PARK AVE,999842,229906,10029,PBMN,MANHATTAN,Y,14,1,14.283333333333333,"[20, 30)"
40,66,2020-01-02,19:35:00,2020,January,Thursday,Based on Radio Run,APP,POM,105,SGT,105,BURGLARY,41,Y,Y,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,CM,CALM,35,MALE,BLACK,5.7,190,THN,BROWN,BLK,empty,105,139-38 232 ST,232 ST,1055623,182589,11413,PBQS,QUEENS,Y,19,1,19.583333333333332,"[30, 40)"
41,5364,2020-05-19,15:06:00,2020,May,Tuesday,Based on Radio Run,APP,POM,73,SGT,73,ASSAULT,5,Y,N,N,not arrested,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,SA,empty,26,MALE,BLACK,5.11,260,HEA,BROWN,BLK,empty,73,375 BLAKE AVE,BLAKE AVE,1010507,182190,11212,PBBN,BROOKLYN,Y,15,0,15.1,"[20, 30)"
42,2382,2020-03-08,22:38:00,2020,March,Sunday,Based on Self Initiated,APP,OTHER,425,OTHER,425,ROBBERY,20,Y,Y,N,not arrested,N,N,N,S,V,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,CM,IRATE,16,MALE,BLACK,5.9,160,MED,BROWN,BLK,empty,101,342 BEACH 56 ST,BEACH 56 ST,1043780,155666,11692,PBQS,QUEENS,Y,22,0,22.633333333333333,"[10, 20)"
43,7028,2020-09-13,01:10:00,2020,September,Sunday,Based on Radio Run,APP,POM,807,SGT,807,CPW,3,Y,N,N,not arrested,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,CM,"UPSET, NERVOUS",17,MALE,BLACK,5.1,150,THN,BROWN,BLK,empty,40,WALES AVE && E 147 ST,WALES AVE,1009783,234905,10455,PBBX,BRONX,N,1,4,1.1666666666666667,"[10, 20)"
