,STOP_WAS_INITIATED,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME,IMMEDIATE_STOP_FLAG,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR
187,Based on C/W on Scene,41,N,not arrested,Y,N,Y,40,MALE,BLACK,6.2,160,THN,BROWN,BLK,BROOKLYN,Y,1,1
188,Based on Radio Run,5,N,not arrested,N,N,N,31,MALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,2,2
189,Based on Radio Run,7,Y,PETIT LARCENY,N,Y,N,35,MALE,OTHER,5.9,170,THN,BROWN,BLK,BROOKLYN,Y,21,1
190,Based on Radio Run,10,N,not arrested,N,N,N,20,MALE,BLACK,5.599999999999999,165,THN,unknown,BLK,MANHATTAN,N,3,4
191,Based on Radio Run,18,N,not arrested,Y,N,N,22,MALE,BLACK,5.9,130,THN,BROWN,BLK,QUEENS,N,15,1
192,Based on Radio Run,15,Y,ROBBERY,N,N,N,15,MALE,BLACK,5.6,200,HEA,BLACK,BLK,BROOKLYN,N,16,0
193,Based on Self Initiated,9,N,not arrested,Y,N,N,17,MALE,BLACK,5.8,240,HEA,BROWN,BLK,QUEENS,Y,20,1
195,Based on Radio Run,11,N,not arrested,Y,Y,Y,28,MALE,WHITE,5.5,150,MED,BROWN,BLK,QUEENS,Y,21,9
196,Based on Self Initiated,5,N,not arrested,N,N,N,15,MALE,OTHER,5.9,170,HEA,BROWN,BLK,BRONX,Y,16,3
197,Based on Radio Run,5,Y,PETIT LARCENY,N,N,N,36,MALE,WHITE,5.5,135,THN,BROWN,BLK,MANHATTAN,Y,12,1
198,Based on C/W on Scene,2,N,not arrested,N,N,N,17,MALE,BLACK,5.766666666666667,134,THN,BROWN,BRO,BRONX,Y,13,2
199,Based on Radio Run,5,Y,CPW,Y,Y,N,22,MALE,BLACK,6.0,165,THN,BLACK,BLK,MANHATTAN,Y,20,2
200,Based on C/W on Scene,17,Y,ROBBERY,Y,Y,Y,15,MALE,BLACK,6.0,160,THN,BLACK,BRO,BRONX,N,16,2
201,Based on Self Initiated,15,Y,OTHER,Y,Y,N,27,MALE,WHITE,5.1,160,THN,BROWN,BLK,QUEENS,N,22,2
202,Based on Self Initiated,4,N,not arrested,Y,Y,N,27,MALE,BLACK,5.8,140,THN,BROWN,BLK,MANHATTAN,Y,19,2
203,Based on Self Initiated,6,N,not arrested,Y,N,N,22,MALE,BLACK,5.8,160,THN,unknown,BLK,MANHATTAN,Y,18,1
204,Based on Radio Run,5,Y,ASSAULT,Y,Y,Y,26,MALE,BLACK,5.11,150,MED,BROWN,BLK,MANHATTAN,Y,13,2
205,Based on Radio Run,5,N,not arrested,N,N,N,37,FEMALE,BLACK,6.0,200,MED,BROWN,OTHER,BROOKLYN,Y,11,1
206,Based on C/W on Scene,5,N,not arrested,Y,Y,Y,20,MALE,WHITE,5.5,150,MED,BROWN,BLK,BRONX,Y,13,2
207,Based on Radio Run,10,N,not arrested,Y,Y,Y,44,MALE,BLACK,5.11,180,MED,unknown,BLK,MANHATTAN,Y,11,1
208,Based on Radio Run,5,N,not arrested,N,N,N,24,FEMALE,BLACK,5.833333333333333,170,THN,BROWN,BLK,MANHATTAN,Y,5,8
209,Based on Radio Run,20,N,not arrested,N,N,N,15,MALE,BLACK,5.4,140,THN,unknown,BLK,QUEENS,Y,16,1
210,Based on Radio Run,10,Y,CPW,Y,N,Y,16,MALE,BLACK,6.0,155,MED,BROWN,BLK,BRONX,Y,16,1
211,Based on Radio Run,5,N,not arrested,Y,N,Y,18,FEMALE,WHITE,5.5,200,HEA,unknown,BRO,STATEN ISLAND,Y,15,1
212,Based on Radio Run,10,N,not arrested,Y,N,Y,21,MALE,WHITE,6.0,180,UNKNOWN,BROWN,BLK,MANHATTAN,Y,23,6
213,Based on Radio Run,10,Y,PETIT LARCENY,Y,N,Y,26,MALE,BLACK,5.9,170,MED,BROWN,BLK,BROOKLYN,Y,0,0
214,Based on Radio Run,41,Y,PETIT LARCENY,Y,N,N,43,MALE,WHITE,5.9,180,MED,BROWN,BLK,MANHATTAN,Y,17,1
215,Based on C/W on Scene,8,N,not arrested,Y,N,Y,39,MALE,BLACK,5.2,175,MED,unknown,OTHER,BROOKLYN,Y,0,1
216,Based on Radio Run,2,N,not arrested,Y,Y,Y,41,MALE,BLACK,5.11,160,MED,BROWN,BLK,MANHATTAN,Y,21,6
217,Based on C/W on Scene,16,N,not arrested,N,N,N,38,MALE,WHITE,5.666666666666667,162,UNKNOWN,unknown,OTHER,BROOKLYN,Y,11,1
218,Based on Self Initiated,1,Y,CPW,Y,Y,N,17,MALE,BLACK,6.2,175,MED,BROWN,BLK,BRONX,N,16,1
219,Based on Radio Run,8,N,not arrested,N,N,N,40,MALE,BLACK,6.0,200,MED,BROWN,BLK,BROOKLYN,Y,20,1
220,Based on Radio Run,5,N,not arrested,N,N,N,22,MALE,BLACK,5.1,165,MED,BROWN,BLK,MANHATTAN,Y,4,9
221,Based on Radio Run,3,Y,PETIT LARCENY,N,Y,N,56,FEMALE,BLACK,5.4,140,THN,OTHER,OTHER,QUEENS,Y,17,1
222,Based on Self Initiated,4,N,not arrested,Y,Y,N,25,MALE,WHITE,5.9,200,HEA,BROWN,BLK,BROOKLYN,N,17,10
223,Based on Radio Run,13,Y,PETIT LARCENY,N,Y,N,47,MALE,BLACK,5.1,180,MED,BLACK,BLK,MANHATTAN,Y,9,2
224,Based on Self Initiated,6,N,not arrested,Y,Y,N,19,MALE,BLACK,5.8,160,MED,BROWN,BLK,BROOKLYN,N,22,0
225,Based on Radio Run,10,N,not arrested,N,N,N,47,MALE,WHITE,6.3,210,UNKNOWN,OTHER,BRO,MANHATTAN,Y,21,1
226,Based on Self Initiated,1,Y,CPW,Y,Y,N,16,MALE,BLACK,5.8,165,THN,BROWN,BLK,MANHATTAN,Y,21,0
227,Based on Radio Run,7,Y,ASSAULT,N,Y,N,12,MALE,BLACK,5.4,147,MED,BROWN,BLK,STATEN ISLAND,Y,15,1
228,Based on Radio Run,4,Y,ROBBERY,N,Y,N,15,MALE,BLACK,5.6,120,THN,BROWN,BRO,STATEN ISLAND,Y,6,0
229,Based on Radio Run,8,Y,CPW,Y,Y,Y,28,MALE,BLACK,6.1,190,THN,BLACK,BLK,BRONX,Y,4,2
230,Based on C/W on Scene,3,N,not arrested,N,N,N,20,MALE,WHITE,5.6,135,THN,unknown,BLK,BROOKLYN,Y,19,1
231,Based on Self Initiated,5,N,not arrested,N,N,N,17,MALE,BLACK,5.1,140,THN,BROWN,BLK,STATEN ISLAND,Y,20,6
232,Based on Radio Run,20,N,not arrested,N,N,N,15,MALE,WHITE,5.7,125,THN,unknown,BRO,QUEENS,Y,19,1
233,Based on C/W on Scene,25,N,not arrested,Y,N,N,57,MALE,BLACK,6.0,200,HEA,BROWN,BLD,BRONX,Y,14,2
234,Based on Self Initiated,1,N,not arrested,Y,N,N,14,MALE,BLACK,5.4,120,THN,BROWN,BLK,MANHATTAN,N,16,1
235,Based on Radio Run,15,N,not arrested,N,N,N,49,MALE,BLACK,5.6000000000000005,137,UNKNOWN,unknown,OTHER,BROOKLYN,Y,6,0
236,Based on Radio Run,12,N,not arrested,N,N,N,30,MALE,BLACK,5.9,200,MED,BLACK,BLK,BRONX,Y,1,1
237,Based on Radio Run,17,Y,CRIMINAL MISCHIEF,Y,Y,Y,27,MALE,BLACK,5.733333333333333,158,UNKNOWN,unknown,OTHER,BRONX,Y,2,1
238,Based on Radio Run,1,Y,GRAND LARCENY AUTO,N,Y,N,27,FEMALE,BLACK,5.9,200,UNKNOWN,BROWN,BRO,MANHATTAN,Y,15,1
239,Based on C/W on Scene,5,N,not arrested,N,N,N,47,MALE,BLACK,5.11,180,MED,unknown,OTHER,BROOKLYN,Y,9,0
240,Based on Radio Run,4,Y,ROBBERY,Y,Y,Y,20,MALE,WHITE,5.7,150,THN,BROWN,BLK,BRONX,Y,23,1
241,Based on Self Initiated,7,Y,CPW,N,Y,N,21,MALE,BLACK,5.1,150,THN,BROWN,BLK,QUEENS,Y,20,0
242,Based on Radio Run,3,N,not arrested,Y,N,N,27,MALE,BLACK,5.8,160,MED,BLACK,BLK,BRONX,Y,11,1
243,Based on C/W on Scene,25,Y,PETIT LARCENY,Y,Y,N,28,FEMALE,WHITE,5.8,115,UNKNOWN,unknown,BRO,QUEENS,Y,17,0
244,Based on Radio Run,10,Y,ROBBERY,N,N,N,23,MALE,BLACK,5.5,140,THN,unknown,BLK,MANHATTAN,N,17,0
245,Based on Radio Run,7,Y,PETIT LARCENY,N,N,N,34,FEMALE,WHITE,5.7,120,THN,BROWN,BRO,MANHATTAN,Y,16,2
246,Based on Radio Run,15,N,not arrested,Y,Y,N,41,MALE,BLACK,5.11,220,MED,BROWN,BLK,BROOKLYN,Y,19,4
247,Based on C/W on Scene,10,N,not arrested,N,N,N,16,MALE,WHITE,6.0,180,MED,BROWN,BRO,BRONX,Y,15,0
248,Based on Radio Run,7,Y,ROBBERY,Y,Y,Y,27,MALE,WHITE,5.1,210,MED,OTHER,BLD,BROOKLYN,N,0,0
249,Based on Radio Run,20,N,not arrested,Y,N,Y,20,MALE,BLACK,5.5,150,THN,BROWN,BLK,MANHATTAN,Y,1,9
250,Based on C/W on Scene,15,Y,ROBBERY,N,Y,N,15,MALE,BLACK,5.5,150,THN,BLACK,BRO,STATEN ISLAND,Y,21,1
251,Based on C/W on Scene,5,N,not arrested,N,N,N,21,MALE,BLACK,5.6,160,MED,BROWN,BLK,MANHATTAN,N,10,1
252,Based on Radio Run,13,N,not arrested,N,N,N,25,MALE,WHITE,5.8,180,THN,BROWN,BRO,MANHATTAN,Y,1,1
253,Based on Radio Run,5,N,not arrested,Y,N,Y,33,MALE,BLACK,5.11,160,THN,BLACK,BLK,BROOKLYN,Y,18,0
254,Based on Radio Run,2,N,not arrested,Y,N,N,26,MALE,OTHER,5.11,180,THN,BROWN,BLK,BRONX,Y,22,1
255,Based on Radio Run,41,Y,ASSAULT,Y,Y,Y,29,MALE,BLACK,6.3,170,MED,BROWN,BLK,STATEN ISLAND,N,11,0
256,Based on Radio Run,30,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,19,MALE,WHITE,6.0,170,THN,BROWN,BRO,STATEN ISLAND,Y,3,3
257,Based on Radio Run,1,Y,ROBBERY,Y,Y,Y,16,MALE,BLACK,5.6,140,THN,BROWN,BLK,BROOKLYN,Y,17,2
258,Based on Radio Run,7,N,not arrested,Y,N,Y,25,FEMALE,BLACK,5.1,125,THN,BROWN,BLK,QUEENS,Y,13,0
259,Based on Self Initiated,1,N,not arrested,Y,Y,N,15,MALE,BLACK,5.11,160,THN,BROWN,BLK,BRONX,Y,23,2
260,Based on Self Initiated,3,Y,CPW,Y,Y,N,27,MALE,BLACK,5.6,140,THN,BROWN,BLK,BRONX,Y,22,2
261,Based on Radio Run,4,N,not arrested,Y,Y,Y,22,MALE,BLACK,5.566666666666666,163,MED,BROWN,BLK,BROOKLYN,Y,17,9
262,Based on Radio Run,10,N,not arrested,Y,N,Y,36,MALE,WHITE,5.9,250,HEA,BROWN,BLD,BROOKLYN,Y,15,1
263,Based on Radio Run,4,N,not arrested,Y,N,Y,22,FEMALE,BLACK,5.7,140,THN,BROWN,BLK,MANHATTAN,Y,18,6
264,Based on C/W on Scene,5,Y,ASSAULT,Y,Y,N,42,MALE,BLACK,5.1,170,THN,BLACK,BLK,BROOKLYN,Y,23,3
265,Based on Radio Run,7,N,not arrested,N,N,N,48,MALE,BLACK,6.0,180,THN,unknown,OTHER,MANHATTAN,N,17,5
266,Based on Radio Run,1,N,not arrested,Y,N,Y,27,MALE,WHITE,5.11,200,MED,unknown,OTHER,BRONX,Y,2,0
267,Based on Radio Run,5,N,not arrested,N,N,N,24,MALE,BLACK,6.0,170,THN,BROWN,BLK,BROOKLYN,Y,0,1
268,Based on Radio Run,5,Y,ASSAULT,N,Y,N,30,FEMALE,BLACK,5.6,180,MED,BROWN,BLK,BRONX,N,13,1
269,Based on Radio Run,10,Y,CRIMINAL MISCHIEF,N,Y,N,32,MALE,WHITE,5.603333333333333,180,MED,unknown,BLK,STATEN ISLAND,Y,1,2
270,Based on Radio Run,17,Y,MENACING,N,Y,N,25,MALE,WHITE,5.8,160,THN,BROWN,BRO,QUEENS,N,10,1
271,Based on Radio Run,30,N,not arrested,N,N,N,16,MALE,BLACK,5.8,130,THN,BROWN,BLK,QUEENS,N,1,7
272,Based on Radio Run,5,N,not arrested,N,N,N,43,MALE,BLACK,5.1,175,THN,BROWN,BLK,BRONX,Y,4,3
273,Based on Radio Run,10,N,not arrested,N,N,N,64,MALE,BLACK,5.8,170,MED,BROWN,GRY,MANHATTAN,Y,18,1
274,Based on Radio Run,10,N,not arrested,N,N,N,34,MALE,BLACK,6.2,200,THN,BROWN,BLK,QUEENS,Y,1,0
275,Based on Radio Run,27,Y,ASSAULT,Y,Y,N,27,MALE,BLACK,6.0,175,MED,BROWN,OTHER,BROOKLYN,Y,12,0
276,Based on Self Initiated,1,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,Y,22,MALE,WHITE,5.9,160,THN,BROWN,BLK,BROOKLYN,N,8,1
277,Based on Radio Run,5,Y,ROBBERY,Y,Y,Y,53,MALE,BLACK,6.0,170,THN,BROWN,BLK,BRONX,Y,23,1
278,Based on Radio Run,15,N,not arrested,N,N,N,40,MALE,WHITE,5.5,170,MED,BROWN,BLK,MANHATTAN,Y,2,1
279,Based on Radio Run,5,N,not arrested,Y,N,Y,26,MALE,WHITE,5.5,140,MED,BROWN,OTHER,MANHATTAN,Y,18,1
280,Based on Radio Run,10,N,not arrested,Y,Y,Y,26,MALE,WHITE,5.8,150,THN,BROWN,BLK,BRONX,Y,23,5
281,Based on Radio Run,5,Y,PETIT LARCENY,N,Y,N,52,MALE,WHITE,5.2,125,THN,BROWN,GRY,QUEENS,Y,15,2
282,Based on C/W on Scene,15,N,not arrested,N,N,N,35,MALE,WHITE,5.6,140,THN,OTHER,OTHER,MANHATTAN,N,8,3
283,Based on Radio Run,7,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,24,MALE,BLACK,5.8,150,THN,BROWN,BLK,BROOKLYN,Y,2,5
284,Based on Radio Run,20,N,not arrested,N,N,N,15,MALE,WHITE,5.7,150,THN,BROWN,BLK,QUEENS,N,16,3
285,Based on Radio Run,20,Y,BURGLARY,N,Y,N,42,MALE,WHITE,5.6,150,THN,BROWN,BLK,QUEENS,Y,20,3
286,Based on Self Initiated,15,N,not arrested,Y,Y,N,17,MALE,BLACK,6.0,165,THN,BROWN,BLK,BRONX,Y,22,1
287,Based on Radio Run,1,Y,CPW,Y,Y,Y,28,MALE,BLACK,5.11,160,MED,BLACK,BLK,BRONX,Y,15,0
288,Based on Radio Run,10,Y,ROBBERY,Y,Y,Y,20,MALE,BLACK,6.0,190,MED,BROWN,BLK,BRONX,Y,22,7
289,Based on Self Initiated,5,Y,CPW,Y,Y,N,21,MALE,BLACK,5.1,130,THN,BROWN,BLK,BRONX,Y,19,0
290,Based on Radio Run,10,N,not arrested,Y,N,Y,16,MALE,BLACK,5.7,190,MED,BROWN,BLK,BROOKLYN,Y,1,2
291,Based on Radio Run,5,N,not arrested,Y,N,N,23,MALE,BLACK,6.0,160,THN,BROWN,OTHER,BROOKLYN,Y,11,0
292,Based on Self Initiated,17,Y,CPW,N,Y,N,17,MALE,OTHER,5.1,158,THN,BROWN,BLK,BROOKLYN,Y,18,0
293,Based on Self Initiated,41,N,not arrested,Y,N,N,23,MALE,BLACK,5.833333333333333,160,THN,BROWN,BLK,BRONX,Y,22,0
294,Based on Radio Run,20,N,not arrested,Y,Y,Y,26,MALE,WHITE,5.11,180,MED,BROWN,BLK,BRONX,Y,21,0
295,Based on Radio Run,5,N,not arrested,Y,N,N,42,MALE,WHITE,5.9,175,THN,BROWN,BLK,BROOKLYN,N,11,6
297,Based on Radio Run,15,N,not arrested,N,N,N,25,MALE,WHITE,5.9,160,MED,OTHER,BRO,STATEN ISLAND,Y,3,3
298,Based on C/W on Scene,15,Y,ROBBERY,N,N,N,19,MALE,BLACK,5.6,150,THN,unknown,BLK,MANHATTAN,N,16,2
299,Based on C/W on Scene,25,N,not arrested,N,N,N,26,MALE,WHITE,5.1,180,MED,BLACK,BLK,MANHATTAN,Y,3,1
300,Based on C/W on Scene,4,N,not arrested,N,N,N,24,MALE,WHITE,5.9,160,MED,BROWN,BLK,BROOKLYN,Y,17,3
301,Based on Radio Run,3,N,not arrested,Y,Y,Y,19,MALE,BLACK,5.8,160,THN,unknown,BLK,MANHATTAN,Y,11,6
302,Based on Radio Run,10,Y,RECKLESS ENDANGERMENT,Y,Y,Y,26,MALE,BLACK,5.8,140,THN,BROWN,BLK,STATEN ISLAND,Y,23,7
303,Based on Self Initiated,2,N,not arrested,N,N,N,16,FEMALE,BLACK,5.5,140,MED,BLACK,BLK,BRONX,N,17,2
304,Based on Radio Run,7,N,not arrested,Y,N,Y,14,MALE,BLACK,5.2,140,THN,BROWN,BLK,QUEENS,Y,16,1
305,Based on Radio Run,5,Y,ROBBERY,Y,Y,Y,15,MALE,BLACK,6.0,200,MED,BROWN,BLK,BROOKLYN,Y,21,1
306,Based on Radio Run,24,N,not arrested,Y,N,N,27,MALE,BLACK,5.9,220,HEA,BROWN,BLK,BROOKLYN,Y,2,0
307,Based on Radio Run,3,N,not arrested,N,N,N,27,FEMALE,WHITE,5.5,130,THN,unknown,BRO,MANHATTAN,Y,18,5
308,Based on Self Initiated,2,Y,PETIT LARCENY,N,N,N,40,FEMALE,WHITE,5.3,120,THN,BROWN,BRO,BROOKLYN,N,14,1
309,Based on Self Initiated,5,Y,CPW,Y,N,N,23,MALE,BLACK,5.1,180,MED,BROWN,BLK,BRONX,Y,22,0
310,Based on Radio Run,5,Y,BURGLARY,Y,Y,Y,33,MALE,WHITE,5.8,170,MED,BROWN,BRO,MANHATTAN,Y,9,0
311,Based on Self Initiated,7,N,not arrested,Y,Y,N,16,MALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,19,0
312,Based on Self Initiated,5,N,not arrested,Y,N,N,35,MALE,BLACK,6.2,230,MED,BLACK,BRO,BRONX,Y,20,2
313,Based on Radio Run,7,Y,PETIT LARCENY,N,N,N,17,MALE,BLACK,5.6,130,THN,BROWN,BLK,MANHATTAN,N,9,0
314,Based on Radio Run,15,Y,ASSAULT,Y,Y,Y,23,MALE,WHITE,5.11,165,THN,BROWN,BLK,QUEENS,Y,3,8
315,Based on Radio Run,7,N,not arrested,N,N,N,14,FEMALE,BLACK,5.0,100,UNKNOWN,unknown,BLK,BROOKLYN,Y,17,1
316,Based on C/W on Scene,4,Y,CPW,N,Y,N,18,MALE,BLACK,6.1,175,MED,BROWN,BLK,MANHATTAN,N,2,2
317,Based on Self Initiated,1,N,not arrested,Y,N,N,15,MALE,BLACK,5.5,140,MED,BROWN,BLK,MANHATTAN,Y,16,0
318,Based on Radio Run,20,Y,PETIT LARCENY,Y,Y,N,47,MALE,BLACK,5.1,160,MED,BROWN,BLK,BRONX,Y,13,1
319,Based on Radio Run,10,Y,ROBBERY,Y,Y,Y,16,MALE,BLACK,6.1,160,THN,BROWN,BLK,BROOKLYN,Y,1,2
320,Based on Radio Run,17,N,not arrested,Y,Y,Y,17,MALE,BLACK,5.6,153,MED,BLACK,BLK,BROOKLYN,Y,16,0
321,Based on C/W on Scene,3,Y,UNAUTHORIZED USE OF A VEHICLE,N,N,N,19,MALE,BLACK,5.11,180,MED,BROWN,BLK,QUEENS,N,14,5
322,Based on Radio Run,25,N,not arrested,N,N,N,18,FEMALE,BLACK,5.5,115,THN,unknown,BLK,STATEN ISLAND,Y,17,0
323,Based on Self Initiated,10,N,not arrested,N,N,N,48,MALE,WHITE,5.9,180,MED,BROWN,BRO,STATEN ISLAND,Y,1,0
324,Based on Radio Run,15,N,not arrested,N,N,N,20,MALE,BLACK,5.8,150,THN,BROWN,BLK,QUEENS,Y,15,2
325,Based on Radio Run,9,Y,ASSAULT,N,N,N,24,MALE,BLACK,5.6,165,MED,BROWN,BLK,QUEENS,Y,2,1
326,Based on Radio Run,10,N,not arrested,N,N,N,40,MALE,BLACK,5.1,160,MED,BROWN,BLK,BROOKLYN,Y,1,0
327,Based on Radio Run,15,Y,CPW,Y,N,Y,36,MALE,WHITE,6.0,170,THN,OTHER,OTHER,BROOKLYN,Y,13,1
328,Based on Radio Run,23,Y,CRIMINAL TRESPASS,N,Y,N,20,MALE,BLACK,5.8,150,THN,BROWN,BRO,QUEENS,Y,1,0
329,Based on Radio Run,2,N,not arrested,Y,N,N,58,MALE,BLACK,5.9,160,THN,BROWN,BLK,BRONX,Y,18,3
330,Based on Radio Run,30,N,not arrested,N,N,N,20,MALE,WHITE,5.7,145,THN,BROWN,BLK,QUEENS,Y,5,1
331,Based on C/W on Scene,3,N,not arrested,N,N,N,21,FEMALE,WHITE,5.8,102,THN,BROWN,BLK,BRONX,N,20,8
332,Based on Radio Run,5,N,not arrested,N,N,N,25,MALE,BLACK,6.3,180,MED,BROWN,BLK,BROOKLYN,Y,19,3
333,Based on Self Initiated,10,N,not arrested,Y,N,N,99,MALE,WHITE,5.6,140,THN,BROWN,BRO,BROOKLYN,Y,14,2
334,Based on Self Initiated,5,N,not arrested,Y,Y,N,16,MALE,BLACK,5.9,150,THN,BROWN,BLK,BRONX,Y,21,0
335,Based on Radio Run,3,N,not arrested,N,N,N,34,FEMALE,BLACK,5.8,163,THN,unknown,OTHER,BROOKLYN,Y,1,0
336,Based on Radio Run,5,Y,MENACING,Y,Y,Y,19,MALE,BLACK,5.6,150,MED,BROWN,BLK,BRONX,Y,14,1
337,Based on Radio Run,10,N,not arrested,Y,N,N,42,MALE,BLACK,5.1,185,MED,BROWN,BLK,BROOKLYN,Y,14,1
338,Based on C/W on Scene,1,N,not arrested,N,N,N,20,MALE,BLACK,5.8,140,MED,BROWN,BLK,BROOKLYN,Y,1,1
339,Based on C/W on Scene,5,Y,CPW,Y,Y,N,29,MALE,BLACK,5.9,160,MED,BROWN,BLK,MANHATTAN,Y,20,1
340,Based on Radio Run,10,N,not arrested,Y,Y,N,34,MALE,BLACK,6.1,170,THN,BROWN,BLK,BRONX,Y,6,2
341,Based on Radio Run,13,Y,ROBBERY,Y,Y,Y,28,MALE,BLACK,5.11,200,UNKNOWN,BROWN,BRO,STATEN ISLAND,Y,23,1
342,Based on Radio Run,2,N,not arrested,Y,Y,Y,18,MALE,BLACK,5.9,170,MED,BROWN,BLK,BRONX,Y,3,7
343,Based on Radio Run,18,N,not arrested,Y,N,Y,18,MALE,BLACK,5.8,160,THN,BROWN,BLK,BRONX,Y,20,1
344,Based on Radio Run,20,Y,ASSAULT,Y,Y,N,18,MALE,WHITE,5.9,170,MED,BROWN,BRO,MANHATTAN,Y,0,3
345,Based on Radio Run,35,Y,OTHER,N,Y,N,52,MALE,BLACK,5.7,150,MED,BROWN,BLK,QUEENS,Y,16,1
346,Based on Radio Run,5,N,not arrested,N,N,N,30,MALE,WHITE,5.7,160,MED,BROWN,BLK,BRONX,Y,18,10
347,Based on Radio Run,6,N,not arrested,N,N,N,21,MALE,BLACK,5.1,150,THN,BROWN,BLK,MANHATTAN,Y,20,5
348,Based on Radio Run,30,N,not arrested,N,N,N,23,FEMALE,BLACK,5.4,110,THN,BROWN,BLK,BROOKLYN,N,13,4
349,Based on Radio Run,15,N,not arrested,N,Y,N,22,MALE,BLACK,6.2,200,MED,BROWN,BLK,MANHATTAN,N,3,0
350,Based on Radio Run,10,Y,OTHER,Y,N,Y,16,MALE,BLACK,5.9,140,THN,BROWN,BLK,BRONX,Y,20,0
351,Based on Radio Run,1,Y,ROBBERY,Y,Y,Y,14,MALE,BLACK,5.8,160,THN,BROWN,BLK,MANHATTAN,Y,17,2
352,Based on Self Initiated,7,Y,OTHER,Y,N,N,26,MALE,BLACK,5.7,170,MED,BROWN,BLK,BROOKLYN,Y,19,0
353,Based on Radio Run,41,N,not arrested,Y,N,Y,39,unknown,BLACK,5.766666666666667,187,UNKNOWN,unknown,OTHER,QUEENS,Y,17,0
354,Based on Radio Run,20,Y,PETIT LARCENY,N,Y,N,30,MALE,BLACK,6.0,150,THN,BROWN,BLK,BROOKLYN,Y,1,1
355,Based on Self Initiated,23,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,31,MALE,WHITE,5.9,140,THN,BROWN,BRO,QUEENS,Y,4,1
356,Based on Radio Run,1,Y,ROBBERY,N,N,N,44,FEMALE,BLACK,6.0,300,HEA,BROWN,BLK,MANHATTAN,Y,11,2
357,Based on C/W on Scene,9,Y,RAPE,N,Y,N,27,MALE,BLACK,6.0,168,MED,BROWN,BLK,BROOKLYN,Y,11,0
358,Based on Radio Run,6,N,not arrested,N,N,N,26,MALE,BLACK,5.6,150,THN,BROWN,BLK,BROOKLYN,Y,16,9
359,Based on Radio Run,13,N,not arrested,N,N,N,30,MALE,BLACK,5.6,150,THN,BLACK,BLK,MANHATTAN,Y,9,1
360,Based on Self Initiated,10,Y,CPW,Y,Y,Y,17,MALE,BLACK,5.11,190,UNKNOWN,BROWN,BLK,BRONX,Y,23,2
361,Based on Self Initiated,1,N,not arrested,Y,N,N,35,MALE,BLACK,6.0,180,THN,BROWN,OTHER,BRONX,Y,21,0
362,Based on Self Initiated,5,N,not arrested,N,N,N,52,MALE,WHITE,5.7,120,THN,OTHER,OTHER,BROOKLYN,Y,2,3
363,Based on C/W on Scene,5,N,not arrested,N,N,N,40,MALE,BLACK,5.1,180,MED,BROWN,BLK,BRONX,Y,17,4
364,Based on C/W on Scene,30,Y,ASSAULT,N,Y,N,22,FEMALE,BLACK,5.4,110,THN,BROWN,BLK,QUEENS,Y,4,1
365,Based on Radio Run,41,Y,BURGLARY,N,Y,N,43,MALE,WHITE,5.5,175,MED,OTHER,BRO,QUEENS,Y,3,0
366,Based on Radio Run,10,Y,ROBBERY,Y,Y,Y,40,MALE,WHITE,5.7,160,MED,BROWN,BRO,BROOKLYN,Y,2,9
367,Based on Radio Run,41,N,not arrested,Y,N,Y,29,FEMALE,BLACK,5.8,140,THN,BROWN,BLK,QUEENS,Y,2,1
368,Based on Radio Run,5,Y,GRAND LARCENY,N,N,N,43,FEMALE,BLACK,5.8,140,THN,BROWN,OTHER,MANHATTAN,Y,16,2
369,Based on Radio Run,5,Y,PETIT LARCENY,N,N,N,34,MALE,BLACK,5.9,195,MED,BROWN,BLK,MANHATTAN,Y,8,8
370,Based on Radio Run,10,N,not arrested,N,N,N,15,MALE,WHITE,5.4,290,HEA,BROWN,BRO,MANHATTAN,N,14,5
371,Based on Radio Run,20,N,not arrested,N,N,N,29,MALE,BLACK,6.1,200,THN,BROWN,BLK,MANHATTAN,Y,8,1
372,Based on Radio Run,8,N,not arrested,Y,N,Y,30,MALE,BLACK,5.9,150,THN,BROWN,BLK,MANHATTAN,Y,1,2
373,Based on Radio Run,15,N,not arrested,Y,N,N,23,MALE,BLACK,6.1,180,THN,BROWN,BLK,QUEENS,N,13,1
374,Based on Radio Run,2,Y,CRIMINAL TRESPASS,Y,N,N,21,MALE,BLACK,5.9,150,THN,BROWN,BLK,BRONX,N,19,0
