Column	Kendall Correlation
STOP_ID	0.023643860595576483
YEAR2	
ISSUING_OFFICER_COMMAND_CODE	-0.016283448659872475
SUPERVISING_OFFICER_COMMAND_CODE	-0.018992322370522226
STOP_DURATION_MINUTES	0.07576042801474063
SUSPECT_REPORTED_AGE	0.0888046207630587
SUSPECT_WEIGHT	-0.041534051212579595
STOP_LOCATION_PRECINCT	0.05581470951094312
STOP_LOCATION_X	-0.04806237533566014
STOP_LOCATION_Y	-0.012681703146852224
STOP_FRISK_TIME_HOUR	-0.030553889061402363
KMEANS_DEMEANOR	0.027150926853304686
