STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
5364,2020-05-19,15:06:00,2020,May,Tuesday,Based on Radio Run,APP,POM,73,SGT,73,I,H,Housin,0,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,,26,MALE,BLACK,5.11, ,HEA,BRO,BLK,(null),73,C,(null),375 BLAKE AVE,BLAKE AVE,1010507,182190,11212,PBBN,BROOKLYN
2382,2020-03-08,22:38:00,2020,March,Sunday,Based on Self Initiated,APP,DTS,425,LSA,425,O,(null),(null),1,ROBBERY,20,Y,(null),Y,N,(null),N,(null),N,(null),S,V,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),Y,(null),(null),(null),CM,IRATE,16,MALE,BLACK,5.9,160,MED,BRO,BLK,(null),101,D,(null),342 BEACH 56 ST,BEACH 56 ST,1043780,155666,11692,PBQS,QUEENS
7028,2020-09-13,01:10:00,2020,September,Sunday,Based on Radio Run,APP,POM,807,SGT,807,(null),P,PSB,2,CPW,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),CM,"UPSET, NERVOUS",17,MALE,BLACK,5.1,150,THN,BRO,BLK,(null),40,A,(null),WALES AVE && E 147 ST,WALES AVE,1009783,234905,10455,PBBX,BRONX
4411,2020-05-12,05:02:00,2020,May,Tuesday,Based on Radio Run,APP,POM,28,SGT,28,O,P,PSB,1,BURGLARY,6,Y,(null),N,Y,BURGLARY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,"RUNNING FROM SCENE, HIDING AND REFUSING TO COME OUT FROM UNDER VEHICLE",39,MALE,WHITE HISPANIC,6.2,200,THN,BRO,BLD,(null),28,B,(null),W 118 ST && ADAM CLAYTON POWELL JR BLVD,W 118 ST,997657,232391,10026,PBMN,MANHATTAN
7155,2020-09-21,06:50:00,2020,September,Monday,Based on Radio Run,APP,POM,67,SGT,67,O,P,PSB,1,BURGLARY,18,Y,(null),N,Y,BURGLARY,N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),PF,IRATE BEHAVIOR,32,MALE,BLACK,5.6,180,U,BRO,BLK,(null),67,B,(null),E 38 ST && CLARENDON RD,E 38 ST,1000598,173807,11203,PBBS,BROOKLYN
1742,2020-02-20,01:40:00,2020,February,Thursday,Based on Radio Run,APP,POM,104,LT,104,O,(null),(null),1,CPW,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),SB,UPSET,18,MALE,WHITE HISPANIC,5.9,150,THN,BLK,BLK,BLACK AND GRAY JACKET RED HOO,104,D,(null),66-30 74 ST,74 ST,1017578,199606,11379,PBQN,QUEENS
3177,2020-04-01,16:30:00,2020,April,Wednesday,Based on Radio Run,APP,POM,60,SGT,60,(null),(null),(null),0,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,, ,MALE,WHITE HISPANIC, , ,HEA,BRO,BRO,(null),60,B,2ND FL,2336 W 11 ST,W 11 ST,989422,154436,11223,PBBS,BROOKLYN
5734,2020-06-26,11:33:00,2020,June,Friday,Based on C/W on Scene,APP,POF,100,SGT,100,O,P,PSB,2,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,CALM,20,MALE,WHITE HISPANIC,5.8,170,MED,BRO,BLK,NONE,100,C,(null),186 BEACH 109 ST,BEACH 109 ST,1031413,150914,11694,PBQS,QUEENS
2773,2020-03-21,17:15:00,2020,March,Saturday,Based on Radio Run,APP,POM,72,LT,72,(null),(null),(null),0,ASSAULT,16,Y,(null),N,Y,ROBBERY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,19,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK,(null),66,C,(null),40 ST && 9 AVE,40 ST,985448,174408,11232,PBBS,BROOKLYN
3628,2020-04-18,22:25:00,2020,April,Saturday,Based on Radio Run,APP,DTS,805,LT,805,I,H,Housin,0,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,SB,CALM,32,MALE,BLACK,5.5,180,MED,BRO,BLK,WHITE TANK TOP BLUE JEANS,23,D,14,1385 5 AVE,5 AVE,998935,230548,10029,PBMN,MANHATTAN
3449,2020-04-11,18:42:00,2020,April,Saturday,Based on Radio Run,APP,POF,50,SGT,50,O,P,PSB,10,PETIT LARCENY,20,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CALM,18,MALE,BLACK,5.1,175,MED,BLK,BLK,(null),50,B,(null),5716 BROADWAY,BROADWAY,1011335,260687,10463,PBBX,BRONX
2039,2020-03-02,06:40:00,2020,March,Monday,Based on Radio Run,APP,POM,113,SGT,113,O,(null),(null),1,GRAND LARCENY AUTO,5,Y,(null),N,Y,UNAUTHORIZED USE OF A VEHICLE,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),Y,(null),(null),CM,NORMAL,19,MALE,ASIAN / PACIFIC ISLANDER,5.6,95,THN,BRO,BLK,(null),113,C,(null),111 AVE && 158 ST,111 AVE,1042104,190835,11433,PBQS,QUEENS
9214,2020-12-19,02:30:00,2020,December,Saturday,Based on Radio Run,APP,POM,75,SGT,75,O,P,PSB,0,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),(null),(null),CM,NERVES,21,MALE,WHITE HISPANIC,5.7,120,THN,BRO,BLK,OUTER GARMENT RED SWEATER RED,75,D,(null),LINDEN BLVD && HINSDALE ST,LINDEN BLVD,1012816,178898,11207,PBBN,BROOKLYN
7645,2020-10-13,16:38:00,2020,October,Tuesday,Based on Radio Run,APP,POM,41,SGT,41,O,(null),(null),0,CPW,18,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),Y,(null),(null),(null),N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CO,,22,MALE,BLACK, , ,MED,BRO,BLK,(null),41,C,(null),592 BECK ST,BECK ST,1011246,235940,10455,PBBX,BRONX
6580,2020-02-20,20:57:00,2020,February,Thursday,Based on Radio Run,APP,POM,161,SGT,161,O,P,PSB,1,PETIT LARCENY,8,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,IRRATE,54,MALE,BLACK,5.7,165,THN,BRO,BLK,TATTOO - CROSS - LEFT EYE,14,E,(null),1466 BROADWAY,BROADWAY,988044,214513,10036,PBMS,MANHATTAN
734,2020-01-27,05:50:00,2020,January,Monday,Based on Radio Run,APP,POM,46,SGT,46,I,P,PSB,1,ASSAULT,4,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),Y,(null),(null),CM,CONFUSED,17,MALE,BLACK,6.1,160,THN,BLK,BLK,(null),46,D,(null),2065 JEROME AVE,JEROME AVE,1009924,250533,10453,PBBX,BRONX
6766,2020-08-29,12:08:00,2020,August,Saturday,Based on Self Initiated,APP,POM,90,SGT,81,(null),(null),(null),1,OTHER,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM,33,MALE,WHITE HISPANIC,5.8,170,MED,BRO,BRO,(null),90,C,(null),GRAHAM AVE && BOERUM ST,GRAHAM AVE,1000063,196456,11206,PBBN,BROOKLYN
6908,2020-09-03,02:08:00,2020,September,Thursday,Based on Radio Run,APP,POM,43,SGT,43,O,P,PSB,1,GRAND LARCENY,13,Y,(null),N,N,(null),Y,GRAFFI,Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),CM,NERVOUS,22,MALE,BLACK HISPANIC,5.6,210,HEA,BRO,BLK,(null),43,D,(null),1878 CROSS BRONX EXPY,CROSS BRONX EXPY,1022116,243027,10472,PBBX,BRONX
1018,2020-01-31,16:00:00,2020,January,Friday,Based on Self Initiated,APP,POM,808,SGT,808,I,H,Housin,0,CRIMINAL TRESPASS,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,NORMAL,17,MALE,BLACK,5.8,150,THN,BRO,BLK,(null),47,A,(null),3444 WHITE PLAINS RD,WHITE PLAINS RD,1021230,258549,10467,PBBX,BRONX
8817,2020-12-01,14:25:00,2020,December,Tuesday,Based on Radio Run,APP,POM,52,SGT,52,O,P,PSB,5,GRAND LARCENY,10,Y,(null),N,Y,GRAND LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),ID,CALM,27,MALE,WHITE HISPANIC,5.9,180,MED,BRO,BLK,(null),50,B,(null),2831 EXTERIOR ST,EXTERIOR ST,1010043,257980,10463,PBBX,BRONX
6569,2020-08-12,22:05:00,2020,August,Wednesday,Based on Radio Run,APP,POM,52,SGT,52,O,P,PSB,0,CPW,0,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),N,Y,N,N,Y,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),(,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,CO,UNDERSTANDING,15,MALE,WHITE HISPANIC,5.9,150,MED,BRO,BLK,(null),52,A,(null),130 W KINGSBRIDGE RD,W KINGSBRIDGE RD,1010525,255771,10468,PBBX,BRONX
5488,2020-06-12,02:24:00,2020,June,Friday,Based on Radio Run,APP,POM,121,SGT,121,(null),(null),(null),2,OTHER,20,Y,(null),N,Y,OTHER,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),SB,NON COMPLIANT,19,MALE,BLACK,5.7,190,MED,BRO,BLK,BLUE BANDANNA BLACK T-SHIRT B,121,A,(null),RICHMOND TER && DE HART AVE,RICHMOND TER,940693,171332,10303,PBSI,STATEN ISLAND
7540,2020-10-09,23:56:00,2020,October,Friday,Based on Radio Run,APP,POM,105,SGT,105,O,(null),(null),1,CPW,12,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM/UNDERSTANDING,24,MALE,BLACK,5.11,180,THN,BRO,BLK,UNKNOWN,105,A,(null),232 ST && 143 AVE,232 ST,1055188,181556,11413,PBQS,QUEENS
9008,2020-12-06,05:53:00,2020,December,Sunday,Based on Radio Run,APP,POM,72,SGT,72,O,P,PSB,0,AUTO STRIPPIG,18,Y,(null),Y,Y,AUTO STRIPPIG,N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),WE,COMPLIANT,31,MALE,ASIAN / PACIFIC ISLANDER,5.8,150,THN,BRO,BLK,(null),72,D,(null),440 59 ST,59 ST,979581,172691,11220,PBBS,BROOKLYN
8373,2020-11-09,22:10:00,2020,November,Monday,Based on Radio Run,APP,POM,63,SGT,63,O,P,PSB,1,MENACING,10,Y,(null),N,Y,MENACING,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,SHOCKED,47,MALE,BLACK,6,200,MED,BRO,BLK,(null),63,C,(null),AVENUE M && E 57 ST,AVENUE M,1006350,165817,11234,PBBS,BROOKLYN
8172,2020-11-07,01:10:00,2020,November,Saturday,Based on Self Initiated,APP,POM,77,LT,77,O,(null),(null),1,CPW,1,N,STOP C,N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),Y,Y,(null),Y,CM,CALM,17,MALE,BLACK,5.1,180,MED,BRO,BLK,(null),77,D,(null),1568 STERLING PL,STERLING PL,1004599,183796,11213,PBBN,BROOKLYN
3954,2020-04-28,11:15:00,2020,April,Tuesday,Based on C/W on Scene,APP,DTS,9,LT,9,I,P,PSB,2,BURGLARY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,PLEASANT AND TOTALLY UNDERSTANDING,53,MALE,WHITE,5.9,180,MED,HAZ,BRO,(null),9,D,(null),34 ST MARKS PL,ST MARKS PL,987486,204778,10003,PBMS,MANHATTAN
7135,2020-09-01,20:56:00,2020,September,Tuesday,Based on Radio Run,APP,POF,84,SGT,84,(null),(null),(null),1,CRIMINAL TRESPASS,20,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,CALM,52,MALE,WHITE,6.1,250,HEA,BRO,BLD,NAVY BLUE SHIRT AND BLUE JEAN,84,D,(null),335 WARREN ST,WARREN ST,986908,188966,11201,PBBN,BROOKLYN
9,2020-01-01,01:03:00,2020,January,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,I,P,PSB,1,CPW,5,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,,19,MALE,BLACK,6.2,180,(null),(null),BLK,(null),19,C,(null),248 E 83 ST,E 83 ST,997094,222002,10028,PBMN,MANHATTAN
8135,2020-11-01,19:20:00,2020,November,Sunday,Based on Radio Run,APP,POF,13,SGT,13,I,(null),(null),4,ASSAULT,14,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,AGITATED,60,MALE,BLACK,5.8,130,MED,BRO,BLK,BLACK SWEATER BLACK SNEAKERS,13,D,(null),145 E 23 ST,E 23 ST,988657,208659,10010,PBMS,MANHATTAN
444,2020-01-16,17:18:00,2020,January,Thursday,Based on Radio Run,APP,POM,318,SDS,318,O,P,PSB,1,GRAND LARCENY,6,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,Y,(null),(null),(null),Y,(null),(null),SA,CALM,15,MALE,BLACK,5.9,120,THN,BRO,BLK,(null),103,A,(null),90 AVENUE D,AVENUE D,990900,202647,10009,PBQS,QUEENS
6652,2020-07-15,00:00:00,2020,July,Wednesday,Based on Self Initiated,APP,LT,802,LT,802,O,H,Housin,1,CPW,1,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(,(null),(null),Y,(null),(null),(null),CM,COOPERATIVE,20,FEMALE,BLACK,5.8,200,HEA,BRO,BLK,BLUE T SHIRT BLACK SHORTS,73,C,(null),40 GLENMORE AVE,GLENMORE AVE,1009390,183743,11212,PBBN,BROOKLYN
5218,2020-06-02,16:52:00,2020,June,Tuesday,Based on Radio Run,APP,POM,112,LT,112,O,(null),(null),1,CRIMINAL MISCHIEF,6,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,NERVOUS,14,MALE,WHITE,5.8,140,THN,GRY,BLK,(null),112,D,(null),101-19 QUEENS BLVD,QUEENS BLVD,1025357,203992,11375,PBQN,QUEENS
1371,2020-02-05,03:25:00,2020,February,Wednesday,Based on Radio Run,APP,POM,61,LT,61,O,P,PSB,1,BURGLARY,2,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),SA,ANGRY,20,MALE,WHITE HISPANIC,5.9,165,THN,BRO,BLK,2 MALES WEARING A BLACK HOODI,61,D,(null),OCEAN AVE && AVENUE Y,OCEAN AVE,998206,154464,11235,PBBS,BROOKLYN
2669,2020-03-13,13:48:00,2020,March,Friday,Based on C/W on Scene,APP,POM,94,SGT,94,O,(null),(null),5,CPSP,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(,(null),(null),(null),(null),(null),(null),SA,"UPSET , CRYING, EMOTIONAL", ,FEMALE,WHITE HISPANIC,4.5,100,THN,(null),BLN,(null),94,A,(null),DRIGGS AVE && N 9 ST,DRIGGS AVE,996655,200918,11211,PBBN,BROOKLYN
8877,2020-11-19,12:40:00,2020,November,Thursday,Based on Radio Run,APP,SGT,50,LT,50,S,(null),(null),1,PETIT LARCENY,12,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,CALM,41,MALE,BLACK HISPANIC,5.6,150,THN,BRO,BLK,BLACK SWEATSHIRT BLACK SWEATS,50,B,(null),BROADWAY && W 238 ST,BROADWAY,1011722,261759,10463,PBBX,BRONX
4783,2020-04-14,03:00:00,2020,April,Tuesday,Based on C/W on Scene,APP,POM,625,SGT,625,O,P,PSB,1,CRIMINAL MISCHIEF,10,Y,(null),Y,Y,CRIMINAL MISCHIEF,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),Y,(null),(null),CM,UPSET,19,MALE,BLACK,5.1,160,THN,BRO,BLK,(null),18,E,(null),116 CENTRAL PARK S,CENTRAL PARK S,990584,218314,10019,PBMS,MANHATTAN
7561,2020-10-10,16:11:00,2020,October,Saturday,Based on Radio Run,APP,POM,19,LT,19,O,(null),(null),2,ROBBERY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),Y,(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),PF,CALM,31,FEMALE,BLACK HISPANIC,5.1,100,THN,(null),BLK,(null),19,A,(null),165 E 60 ST,E 60 ST,993464,217095,10065,PBMN,MANHATTAN
4148,2020-05-03,12:20:00,2020,May,Sunday,Based on Radio Run,APP,POM,81,SGT,81,O,P,PSB,1,PETIT LARCENY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,COOPERATIVE,33,MALE,BLACK,6.2,200,THN,BRO,BLK,(null),83,C,(null),1103 BROADWAY,BROADWAY,1003646,192197,11221,PBBN,BROOKLYN
4790,2020-05-16,04:30:00,2020,May,Saturday,Based on Self Initiated,APP,POM,42,SGT,42,I,P,PSB,5,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),Y,(,(null),(null),(null),(null),(null),(null),SA,CALM,41,MALE,BLACK,5.3,140,MED,BRO,BLK,WEARING WHITE HOODIE BLACK PA,42,B,(null),1319 SOUTHERN BLVD,SOUTHERN BLVD,1014232,242141,10459,PBBX,BRONX
2679,2020-03-08,23:20:00,2020,March,Sunday,Based on Radio Run,APP,POM,120,LT,120,(null),(null),(null),0,PETIT LARCENY,5,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(,(null),(null),(null),Y,(null),(null),CM,NERVOUS,12,MALE,BLACK,4.11,110,THN,BRO,BLK,(null),120,D,(null),VAN DUZER ST && BEACH ST,VAN DUZER ST,962120,168430,10304,PBSI,STATEN ISLAND
