,STOP_DURATION_MINUTES,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_WEIGHT,STOP_FRISK_TIME_HOUR,KMEANS_DEMEANOR,0,1,2,3,4,5,6,7,8,9,SUSPECT_RACE_DESCRIPTION
5981,5,36,6,170,8,0,0.13264616293619183,-0.28509044544454537,-0.18218672596414562,-0.015504800472554321,-0.012681450760063464,-0.03391223893176586,-0.16302257115571805,0.27833443715588363,-0.168139278045056,-0.28634471930356836,BLACK
7281,15,20,6,180,21,3,-0.1406849375809005,-0.004155385231811477,-0.17730353723482054,0.022360825353964164,-0.044925908661267056,0.30188318934507885,0.05492431869163363,0.17613609808040068,-0.348954670560276,-0.34278971699048666,BLACK
2287,12,28,5,165,18,1,-0.4627612622575127,-0.2378577723921948,0.07414373592219263,-0.05468632859843572,0.07233777247310634,-0.03586274679094386,-0.11707041058285324,0.25374825610633095,-0.22907356059576103,-0.3240898261006303,BLACK
4073,15,30,6,180,10,2,0.3817594851386646,0.018903706289282854,-0.3804134045387702,0.08187141229046298,0.024536915403312643,-0.01043322190109484,-0.16058391928205157,0.25529958251723966,-0.12864747578258126,-0.23493576772702704,BLACK
2540,5,29,6,170,18,9,-0.15968726954355794,-0.17388068370658225,0.0270278332606102,0.38843539749533434,0.15555801496270816,-0.3856556777646021,-0.487157646627647,-0.2539392077791418,-0.2788849251298257,0.7549133205675354,BLACK
6096,8,21,5,170,0,1,-0.14490796403056547,0.5731698955025789,-0.22962178926410193,0.09603325327128398,0.009638429941635624,-0.15119608878970606,-0.1672641445010363,-0.2508817510331952,-0.580015472441638,0.19590830689158087,BLACK
4630,5,28,6,170,5,1,-0.14219957034701206,-0.18343242405391932,0.6273380788450014,-0.7004974195836561,0.004837719284543615,-0.12646325376487588,0.044503549043742145,0.38793898886101985,0.0841455001667292,0.06487814198212803,WHITE
4150,1,15,5,150,21,2,-0.22553875828390016,-0.010188454576542737,-0.2686703947089719,-0.27765330039740144,0.5908470096517753,-0.05351812510416228,0.007994542005392177,0.17292896865834137,-0.225588085543561,-0.2866757884142487,BLACK
7365,10,19,6,240,2,1,-0.20345911789448412,0.6108990008076897,-0.2563083576594894,0.3605139430625931,-0.1235887881300724,0.02506389173335118,0.5687637015567183,-0.19956656192171637,-0.012328737416876491,-0.33629412918425516,BLACK
4356,1,18,6,140,21,1,-0.028620617953053686,0.2779536379254641,-0.4887843989661819,-0.33567651903770646,0.6837016493840563,-0.3110240783709859,-0.029333156779491082,-0.03789075277602872,0.15326132146682622,0.05556446237141395,BLACK
6620,4,53,6,150,2,1,-0.8504788669944352,0.12025613825208803,0.1537439449935892,-0.04477630775920012,0.09332867166873852,-0.2984790302006329,-0.1693306344367851,-0.012648660984672726,0.09526350850015838,0.004108337585906679,WHITE
431,20,27,6,180,14,0,0.48482588209373695,-0.24343403260982335,0.4352951580102972,-0.35633192811557807,-0.308813951559929,-0.11864462604694208,-0.30133890173671013,-0.26167477332194683,0.7119012035103407,-0.24574373286742932,BLACK
1211,2,36,6,180,5,4,0.20613563690938483,-0.44190905575979667,-0.061526874059256116,-0.34713156956503705,-0.4945959251929921,0.9502087646275615,0.44612522213951333,-0.18313234710665638,0.12425565479800918,0.5704087109994092,BLACK
1380,33,32,5,110,11,0,0.6403529401681922,-0.2793684042582843,0.6736768377526051,0.09023363468544911,-0.12113238970638163,-0.5314130792669086,0.02462991398728861,-0.3751646940205182,-0.09586065653488961,-0.1612284575158486,WHITE
2317,1,25,6,140,23,5,-0.3196125286513041,0.5786716438551041,-0.3984581835466161,-0.17946987567223066,0.6107205910557625,-0.29424415708677837,-0.0646777557980892,-0.1340845097636359,0.14975071506660168,0.09584449639647168,BLACK
6457,27,34,5,180,2,7,-0.6803734643956271,-0.10429925411459963,0.3221344179896851,0.5204506758237464,0.2806606563035334,0.0048015890796481485,0.06294741469364923,0.24061857621989752,-0.15199547677961606,0.05942340709949425,BLACK
2994,8,16,6,155,19,1,-0.8220463766873417,0.12321233762510737,0.11168466974561662,-0.05600255769273542,-0.022817691673989796,0.017376654508316897,0.02307616878725133,-0.049644257679629496,-0.07561933297859988,-0.06891367442813309,BLACK
4049,30,27,6,215,18,8,0.4325240838387245,-0.08353115268573848,-0.2756691434979987,0.03665537587898301,-0.25121889511442136,-0.019656205395703733,0.4181992049074206,-0.3335396951909167,0.25832389260705324,-0.004294962406439841,BLACK
5522,4,46,6,220,13,7,0.362270597753256,-0.10335740676472573,-0.4045822848663767,0.19410693348716093,-0.42787227886389995,0.16251880828205872,-0.010179421645409538,0.4179954356387117,-0.0772263087686461,-0.04205055588980964,BLACK
4469,50,29,5,110,17,7,-0.024801713934152116,0.3229313103644765,-0.08337080466977075,0.42699744689264635,-0.7040693692416226,-0.6414756910674719,-0.1269531804894348,-0.17913324065571185,0.546571642753664,-0.2819512735193797,OTHER
1991,5,31,6,140,13,1,1.2173992251173542,0.33244518931428557,0.8510458477894854,0.13212799110615875,-0.04506808745590017,-0.49067322809425523,0.01734263479609079,0.08581686357146695,-0.20873862003903731,-0.5636458751429512,BLACK
7561,2,25,6,160,14,0,0.44201624029974723,-0.11696438777089466,-0.305173928408477,-0.24723714055637977,-0.36847743383390946,-0.07368428451260663,-0.4297931948893765,-0.210898123235267,0.759867095941512,-0.07468366404453847,BLACK
4098,10,27,5,150,2,2,0.6272786006375695,-0.10745723726872682,-0.23792073680691192,0.2975594114921104,-0.21856865940699352,-0.16418538635026916,0.2261007072800231,-0.08359571468379105,-0.46447714891795133,-0.4491334462893499,BLACK
4022,2,18,6,140,0,2,-0.3077217104224438,0.6549964777732803,-0.25387073149007605,0.14087330888975239,0.12942972004046957,-0.2531097617428889,-0.1873040565126681,-0.07630007695429028,0.1857570422768764,0.10983941028663138,BLACK
1249,5,29,6,150,11,7,0.7676275556821097,-0.36448075418386,0.2873790143337673,0.9645259383697125,0.36211193184517526,0.31952556947529803,0.4139094445256095,-0.47505345229020407,0.047418227162625025,-0.903210781661813,WHITE
4546,50,28,6,150,17,7,0.362270597753256,-0.10335740676472573,-0.4045822848663767,0.19410693348716093,-0.42787227886389995,0.16251880828205872,-0.010179421645409538,0.4179954356387117,-0.0772263087686461,-0.04205055588980964,OTHER
1682,1,20,6,200,17,1,-0.137371065541278,0.5864683232516312,-0.24278542178168458,0.16937726491788446,-0.14940812070498036,-0.1524186400073625,0.5718879887330164,-0.5443513961040178,-0.450253576639247,0.037692897082173625,BLACK
4916,5,25,6,160,10,0,-0.2109960163837716,0.5976005730586373,-0.24314472514190671,0.2871699314159926,0.035457762516543576,0.026286442951007617,-0.17038843167733433,0.09390308314910625,-0.14209063321926757,-0.17807871937484787,BLACK
2883,10,8,5,170,21,8,0.7744776882822864,0.2598071477943567,0.13777443284330976,-0.27420436137755155,-0.04081005700058685,-0.17706658617318052,-0.30470384639198234,0.1167432346205633,-0.47324253743609934,0.07116793491811021,OTHER
1606,2,17,6,140,21,1,0.1287201411847632,-0.3023906998054059,0.5301813340707076,-0.46415632975915455,0.037323977075227874,-0.21830686658816367,0.166897913385165,-0.3068440972191213,-0.5085751049329807,0.12856518623976698,WHITE
4904,10,27,6,180,10,1,-0.4858417496669755,0.6992585944492634,0.5663800796672402,-0.3978226876951091,0.0529769325611507,-0.06626457188210241,0.037137688522125865,0.20350763485424245,0.11019414499251765,0.17314414191084854,BLACK
7300,8,36,6,175,12,2,0.07439283773877045,0.060640481140404885,0.5156681109570806,1.2432805213586855,0.6645866727135868,0.8417370657949566,0.26482052404280854,-0.5468558066884234,0.5367200641861634,0.026911347543710468,WHITE
3406,2,40,6,150,0,0,0.6116639418904081,0.34163373006505804,0.11352549061733565,-0.22936430575908318,0.07898123309824712,-0.2789802591263634,-0.3247437584036141,0.2913249086994682,0.2925299772824151,-0.014900961686839314,BLACK
2212,5,26,6,180,14,0,-0.1406849375809005,-0.004155385231811477,-0.17730353723482054,0.022360825353964164,-0.044925908661267056,0.30188318934507885,0.05492431869163363,0.17613609808040068,-0.348954670560276,-0.34278971699048666,WHITE
5841,5,18,6,140,9,1,-0.5046398507532903,0.3668543852712733,-0.033756727232866095,0.19889652753005743,0.03657508030818865,0.0043961915239346715,-0.1499763577277848,0.1345196444800798,-0.19309236473351082,-0.23240084049903126,BLACK
6911,20,54,6,180,18,0,0.6465688137276884,-0.32708411032843454,-0.12321007097352758,-0.0444819243574507,0.1722723945844533,0.9308480954631458,-0.8854081075463435,-0.8195297316571257,-0.3799229741574655,0.5379706630196677,OTHER
1188,4,31,6,260,15,2,-0.7029885742557032,-0.03957462543757623,0.26921421238253,0.05630427835556014,-0.2763990963729215,-0.028305809001345234,0.4263681145880208,-0.43128477858943254,0.15438720139364887,-0.05316898675498535,WHITE
1607,1,19,5,160,1,2,-0.5543487195747349,-0.27692150893183176,-0.12383813991057763,-0.7318746404754214,0.37129551164622115,-0.41164397716328915,-0.12020000126635243,-0.14506740992158415,0.6940728868269581,-0.27877072177681667,BLACK
3206,3,20,6,130,9,0,-0.022676632031665124,-0.12965016595985973,0.790927414412211,-0.0892210139690145,-0.29695568616911155,-0.8647585777648755,0.02145978074152641,-0.4939851969507172,0.5630802368481616,-0.5018995719833533,BLACK
3790,2,41,6,185,18,6,0.6899875576004963,-0.016201972934955563,0.25735756809264415,0.595808779036208,0.07709360939907453,0.08815172204057495,-0.2129343461264406,0.004624706032431756,0.04061726499579487,0.22599827183777926,BLACK
7589,20,18,5,200,23,4,0.43112099362821593,-0.44016700077309534,-0.22974854991214633,0.7173407802606476,0.85895293747846,-0.22347261892221534,-0.1982453693671304,0.14071145174454044,0.2645565596493446,0.7479096863830756,WHITE
6438,3,39,6,250,3,5,-0.07428223453847882,-0.2519046245741746,0.6856722483173141,-1.0934745688292316,-0.27004046450944663,0.3723199656217406,0.6247378353358157,-0.0859474002515312,-0.14771103732106128,0.9797843954355796,BLACK
6279,5,17,6,150,21,2,0.40721781600629836,-0.27347309378978985,-0.2048585429704775,0.6242635444774025,-0.03042197336245081,-0.12945246184050654,0.012776199425654614,0.5380551094348422,0.17424522292648165,0.3742046552992969,BLACK
2947,5,41,6,210,18,0,-0.10918381751654216,0.43339728477961187,-0.1275395337419527,0.6948740425391636,0.20061534133253606,0.36602654224634185,0.2373807958418026,0.1399715635553232,-0.2323847844816563,0.09213246778617915,BLACK
4527,20,31,5,145,7,3,0.313466281407086,0.07925581037694512,-0.43319868613491214,-0.07565146016931254,0.0023625095845103,0.026026258113958384,0.014907259106651088,0.04810082571888634,0.02831735823480442,-0.02003965007958757,WHITE
6629,10,26,6,173,16,1,0.36082974931487927,-0.015582102561234558,1.0633825749451504,-0.42673249720421663,0.13976203316387262,-0.34583085208777176,-0.1758773913013982,0.2811648199437619,0.19356235333700042,-0.2402831516339136,BLACK
1004,5,32,6,200,18,1,0.4325240838387245,-0.08353115268573848,-0.2756691434979987,0.03665537587898301,-0.25121889511442136,-0.019656205395703733,0.4181992049074206,-0.3335396951909167,0.25832389260705324,-0.004294962406439841,BLACK
7037,2,28,6,200,17,3,-0.23048490376918027,0.4753394600046287,-0.2673136054695132,0.3994054526126906,-0.416951431750669,0.19923847313416115,-0.019983934040692323,0.25659893627057834,-0.0906694662053324,0.014806492462369541,BLACK
5209,10,36,6,160,3,9,-0.11776997122255439,-0.6315699199559829,0.14510916550324918,-0.22233825241656996,-0.12827339283953645,-0.06380292263579125,-0.3029795062507491,0.023581365849523535,0.03806846302794411,0.048189374702242715,WHITE
3759,2,26,6,240,15,0,0.29139765827195113,-0.12581542770527201,0.5465839808424842,-0.5844874412295611,-0.2069608159021455,0.16682277007914115,-0.11936190911505418,0.22215595499610913,0.0645090287720719,0.22013834857482664,BLACK
1623,26,18,6,160,18,5,-0.38938155369737676,-0.40501726004423955,0.23180820257011925,0.3642440324582706,0.3536417146318272,-0.011978332204559374,0.09829201371224733,0.33681233320750464,-0.14848487037939154,0.0191433730744365,OTHER
4181,14,25,5,165,13,1,0.3219472892173021,-0.18263844005592125,-0.5071104616749442,-0.11501000114128679,0.16956495549412126,-0.1944712717707805,-0.07995992415486702,0.39720659952432286,0.05765020549983745,0.01697654223407043,WHITE
3522,6,45,6,180,19,5,-0.12312941113153666,-0.11081703830972164,-0.0460915081756034,-0.49948538971666345,-0.6486634251625503,0.9164866434644953,0.3856757680233003,-0.40158145591002603,0.7341182736466288,0.3554684443313826,WHITE
7503,10,20,5,150,0,4,-0.028620617953053686,0.2779536379254641,-0.4887843989661819,-0.33567651903770646,0.6837016493840563,-0.3110240783709859,-0.029333156779491082,-0.03789075277602872,0.15326132146682622,0.05556446237141395,BLACK
6290,1,23,6,135,19,1,0.6866581908724967,0.663416359166853,0.5688489167304123,-0.3660375668309531,0.6470839004684953,-0.042260030712125744,-0.028768801204053267,0.26472938888766906,-0.08973066662916199,-0.4198881081577064,WHITE
1685,32,25,5,220,0,4,-0.16023141768371174,0.4951657140836159,-0.1384004641011352,0.24195389500451267,-0.24029804800119045,0.017063459456398724,0.4083946925121378,-0.4949361945590501,0.24488073517036688,0.05256208594573933,BLACK
2872,2,13,5,150,17,1,-0.22080986735468922,-0.7173787795771133,-0.09949578519127887,-0.30065961779023936,0.1334639071223902,-0.23984054022852444,-0.06198650207898398,0.46085801549394045,-0.03284332827688056,-0.08875453046665427,BLACK
6225,10,50,6,185,23,1,-0.1825635260766781,0.6005567724316566,-0.2852040003898793,0.27594368148245735,-0.08068860082618476,0.3421421276599574,0.022018371546702043,0.05690748645414949,-0.31297347469802583,-0.2511007313888876,BLACK
1169,3,29,6,125,18,3,-0.150739261222689,0.46173247899845976,-0.16790524901161352,-0.04193862143085012,-0.3575565867206785,-0.03696461966050417,-0.43959770728465924,-0.3722946226034004,0.7464239385048257,-0.0178266156923593,BLACK
4917,2,26,5,200,0,0,0.19551968943946563,0.5718908715923445,0.27739187268680304,-0.3194593046484095,0.03086871557387343,0.21824196295465959,0.06898583842650816,0.4292879906142726,-0.1631411925891585,-0.10073190065150503,BLACK
5737,5,20,5,170,3,1,0.5195077280097365,-0.11830405861782993,-0.29104185035058383,-0.23905156384586135,-0.2341380403854417,0.11993949879018877,-0.12542183792629769,-0.4218504809973522,-0.4802456838964666,0.4548854616553564,BLACK
4228,7,22,6,165,16,1,-0.11776997122255439,-0.6315699199559829,0.14510916550324918,-0.22233825241656996,-0.12827339283953645,-0.06380292263579125,-0.3029795062507491,0.023581365849523535,0.03806846302794411,0.048189374702242715,BLACK
4760,7,33,5,215,21,1,-0.11025152677177724,0.1255582983128232,0.624367710631081,0.12914948294111664,0.10380724226665217,0.0005622952639710765,-0.2862522627187006,0.3300367768807188,0.13447874832242931,0.49855314704950715,BLACK
290,10,16,6,190,1,2,-0.1825635260766781,0.6005567724316566,-0.2852040003898793,0.27594368148245735,-0.08068860082618476,0.3421421276599574,0.022018371546702043,0.05690748645414949,-0.31297347469802583,-0.2511007313888876,BLACK
4431,8,22,5,135,4,0,0.8110724352385766,0.10437216763169252,0.29298652250898,-0.059778040685537825,-0.1878735794690867,-0.8361692305913391,0.038830957684241454,-0.4614428559327276,0.6570843770251041,-0.43644853330768635,BLACK
4911,4,31,6,160,13,4,-0.2768029070651686,0.030028842175015755,-0.36412409373317484,-0.6457246776459392,0.292367514466869,-0.07230927542366838,0.0746454538313504,-0.2050978612551849,0.5626818476106746,-0.3003837822143151,BLACK
2234,1,22,6,160,18,2,-0.5713777745250451,-0.256786701595728,-0.08116972248251665,-0.5213261356866591,0.6476006010123252,-0.35639334682872986,-0.011359734703608052,0.025760663193588825,0.06276778769010821,-0.05016661032931076,BLACK
