Pair	Hypothesis	P-value
STOP_FRISK_TIME-10:33:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-10:34:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-10:35:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-10:36:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-10:37:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-10:38:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-10:39:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-10:40:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-10:41:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-10:42:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-10:43:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-10:44:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-10:45:00	Fail to Reject Null Hypothesis	0.0872617836056295
STOP_FRISK_TIME-10:46:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-10:47:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-10:48:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-10:49:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-10:50:00	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_FRISK_TIME-10:51:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-10:52:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-10:53:00	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_FRISK_TIME-10:54:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-10:55:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-10:56:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-10:57:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-10:58:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-10:59:00	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_FRISK_TIME-11:00:00	Fail to Reject Null Hypothesis	0.7133507341074168
STOP_FRISK_TIME-11:01:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:02:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-11:03:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-11:04:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:05:00	Fail to Reject Null Hypothesis	0.5210160906669229
STOP_FRISK_TIME-11:06:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:07:00	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_FRISK_TIME-11:08:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-11:09:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-11:10:00	Fail to Reject Null Hypothesis	0.004422197027054606
STOP_FRISK_TIME-11:11:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:13:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-11:14:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-11:15:00	Fail to Reject Null Hypothesis	0.49903152199158873
STOP_FRISK_TIME-11:16:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:18:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-11:19:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-11:20:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-11:21:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-11:22:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-11:23:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-11:24:00	Fail to Reject Null Hypothesis	0.09033402422689088
STOP_FRISK_TIME-11:25:00	Fail to Reject Null Hypothesis	0.02968758192390213
STOP_FRISK_TIME-11:26:00	Fail to Reject Null Hypothesis	0.2784431852170597
STOP_FRISK_TIME-11:27:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:28:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-11:29:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:30:00	Fail to Reject Null Hypothesis	0.4728993481463679
STOP_FRISK_TIME-11:31:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:33:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-11:34:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:35:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-11:36:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:37:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-11:38:00	Reject Null Hypothesis	7.88346353039715e-06
STOP_FRISK_TIME-11:40:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-11:41:00	Fail to Reject Null Hypothesis	0.0013703769800186578
STOP_FRISK_TIME-11:42:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:43:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-11:44:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-11:45:00	Fail to Reject Null Hypothesis	0.5907023746262225
STOP_FRISK_TIME-11:46:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:47:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:48:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-11:50:00	Fail to Reject Null Hypothesis	0.7703451907442964
STOP_FRISK_TIME-11:51:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-11:52:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-11:53:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-11:54:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-11:55:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-11:56:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-11:57:00	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_FRISK_TIME-11:58:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-11:59:00	Fail to Reject Null Hypothesis	0.008587675906910957
STOP_FRISK_TIME-12:00:00	Fail to Reject Null Hypothesis	0.7179646625592255
STOP_FRISK_TIME-12:01:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-12:02:00	Fail to Reject Null Hypothesis	0.10674374269092195
STOP_FRISK_TIME-12:03:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-12:05:00	Fail to Reject Null Hypothesis	0.0013703769800186578
STOP_FRISK_TIME-12:06:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:07:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-12:08:00	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_FRISK_TIME-12:09:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-12:10:00	Fail to Reject Null Hypothesis	0.1908032628916172
STOP_FRISK_TIME-12:12:00	Fail to Reject Null Hypothesis	0.5089456612764531
STOP_FRISK_TIME-12:13:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-12:14:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:15:00	Fail to Reject Null Hypothesis	0.6327510084652984
STOP_FRISK_TIME-12:16:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-12:17:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-12:18:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-12:19:00	Fail to Reject Null Hypothesis	0.12308677368683239
STOP_FRISK_TIME-12:20:00	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_FRISK_TIME-12:21:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:22:00	Fail to Reject Null Hypothesis	0.3220376668460161
STOP_FRISK_TIME-12:24:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-12:25:00	Fail to Reject Null Hypothesis	0.1144976558218493
STOP_FRISK_TIME-12:26:00	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_FRISK_TIME-12:27:00	Fail to Reject Null Hypothesis	0.02714671820326188
STOP_FRISK_TIME-12:28:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:29:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-12:30:00	Fail to Reject Null Hypothesis	0.3220376668460161
STOP_FRISK_TIME-12:31:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:32:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-12:33:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-12:34:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:35:00	Fail to Reject Null Hypothesis	0.6928961461314707
STOP_FRISK_TIME-12:36:00	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_FRISK_TIME-12:37:00	Fail to Reject Null Hypothesis	0.004048927043685364
STOP_FRISK_TIME-12:38:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-12:39:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-12:40:00	Fail to Reject Null Hypothesis	0.530798905216024
STOP_FRISK_TIME-12:41:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-12:42:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-12:43:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-12:44:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-12:45:00	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_FRISK_TIME-12:46:00	Fail to Reject Null Hypothesis	0.45268259344670525
STOP_FRISK_TIME-12:47:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-12:50:00	Fail to Reject Null Hypothesis	0.061590183207064775
STOP_FRISK_TIME-12:51:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-12:52:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-12:53:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-12:54:00	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_FRISK_TIME-12:55:00	Fail to Reject Null Hypothesis	0.1544689080749864
STOP_FRISK_TIME-12:56:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-12:58:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-12:59:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-13:00:00	Fail to Reject Null Hypothesis	0.6327510084652984
STOP_FRISK_TIME-13:01:00	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_FRISK_TIME-13:02:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-13:03:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-13:04:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-13:05:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-13:06:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-13:07:00	Fail to Reject Null Hypothesis	0.20183669578995656
STOP_FRISK_TIME-13:08:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-13:10:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-13:11:00	Fail to Reject Null Hypothesis	0.2784431852170597
STOP_FRISK_TIME-13:12:00	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_FRISK_TIME-13:13:00	Reject Null Hypothesis	1.634613002131947e-05
STOP_FRISK_TIME-13:14:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-13:15:00	Fail to Reject Null Hypothesis	0.8447329689820648
STOP_FRISK_TIME-13:16:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-13:17:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-13:18:00	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_FRISK_TIME-13:19:00	Fail to Reject Null Hypothesis	0.09033402422689088
STOP_FRISK_TIME-13:20:00	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_FRISK_TIME-13:21:00	Fail to Reject Null Hypothesis	0.1544689080749864
STOP_FRISK_TIME-13:22:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-13:23:00	Fail to Reject Null Hypothesis	0.10674374269092195
STOP_FRISK_TIME-13:24:00	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_FRISK_TIME-13:25:00	Fail to Reject Null Hypothesis	0.033944602375025154
STOP_FRISK_TIME-13:27:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-13:28:00	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_FRISK_TIME-13:29:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-13:30:00	Fail to Reject Null Hypothesis	0.7544532803481651
STOP_FRISK_TIME-13:31:00	Fail to Reject Null Hypothesis	0.00036601833527912664
STOP_FRISK_TIME-13:32:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-13:33:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-13:34:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-13:35:00	Fail to Reject Null Hypothesis	0.5907023746262225
STOP_FRISK_TIME-13:36:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-13:37:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-13:38:00	Fail to Reject Null Hypothesis	0.7066489040931065
STOP_FRISK_TIME-13:39:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-13:40:00	Fail to Reject Null Hypothesis	0.696540242383785
STOP_FRISK_TIME-13:41:00	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_FRISK_TIME-13:42:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-13:43:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-13:44:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-13:45:00	Fail to Reject Null Hypothesis	0.7066489040931065
STOP_FRISK_TIME-13:46:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-13:47:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-13:48:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-13:49:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-13:50:00	Fail to Reject Null Hypothesis	0.8307536703099014
STOP_FRISK_TIME-13:51:00	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_FRISK_TIME-13:52:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-13:53:00	Fail to Reject Null Hypothesis	0.7521497493413617
STOP_FRISK_TIME-13:54:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-13:55:00	Fail to Reject Null Hypothesis	0.8004432886451558
STOP_FRISK_TIME-13:56:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-13:57:00	Fail to Reject Null Hypothesis	0.1908032628916172
STOP_FRISK_TIME-13:58:00	Reject Null Hypothesis	6.19563005762175e-11
STOP_FRISK_TIME-13:59:00	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_FRISK_TIME-14:00:00	Fail to Reject Null Hypothesis	0.5907023746262225
STOP_FRISK_TIME-14:01:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-14:02:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-14:03:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-14:04:00	Fail to Reject Null Hypothesis	0.08942384987702982
STOP_FRISK_TIME-14:05:00	Fail to Reject Null Hypothesis	0.29793680217526375
STOP_FRISK_TIME-14:06:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-14:07:00	Fail to Reject Null Hypothesis	0.1355849966270098
STOP_FRISK_TIME-14:08:00	Fail to Reject Null Hypothesis	0.20183669578995656
STOP_FRISK_TIME-14:09:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-14:10:00	Fail to Reject Null Hypothesis	0.7521497493413617
STOP_FRISK_TIME-14:11:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-14:12:00	Fail to Reject Null Hypothesis	0.29484782508216245
STOP_FRISK_TIME-14:13:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-14:14:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-14:15:00	Fail to Reject Null Hypothesis	0.7544532803481651
STOP_FRISK_TIME-14:16:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-14:17:00	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_FRISK_TIME-14:18:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-14:19:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-14:20:00	Fail to Reject Null Hypothesis	0.49903152199158873
STOP_FRISK_TIME-14:21:00	Fail to Reject Null Hypothesis	0.8447329689820648
STOP_FRISK_TIME-14:22:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-14:23:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-14:24:00	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_FRISK_TIME-14:25:00	Fail to Reject Null Hypothesis	0.29484782508216245
STOP_FRISK_TIME-14:26:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-14:27:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-14:28:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-14:29:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-14:30:00	Fail to Reject Null Hypothesis	0.16769129981282413
STOP_FRISK_TIME-14:31:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-14:33:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-14:34:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-14:35:00	Fail to Reject Null Hypothesis	0.8004432886451558
STOP_FRISK_TIME-14:36:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-14:37:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-14:38:00	Fail to Reject Null Hypothesis	0.2571281949189146
STOP_FRISK_TIME-14:39:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-14:40:00	Fail to Reject Null Hypothesis	0.841843073461974
STOP_FRISK_TIME-14:41:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-14:42:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-14:43:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-14:44:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-14:45:00	Fail to Reject Null Hypothesis	0.2358614078236541
STOP_FRISK_TIME-14:46:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-14:47:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-14:49:00	Fail to Reject Null Hypothesis	0.11577746580951292
STOP_FRISK_TIME-14:50:00	Fail to Reject Null Hypothesis	0.22132633146424913
STOP_FRISK_TIME-14:51:00	Fail to Reject Null Hypothesis	0.20183669578995656
STOP_FRISK_TIME-14:52:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-14:53:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-14:54:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-14:55:00	Fail to Reject Null Hypothesis	0.43118378312707084
STOP_FRISK_TIME-14:56:00	Fail to Reject Null Hypothesis	0.0041303633730646995
STOP_FRISK_TIME-14:57:00	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_FRISK_TIME-14:58:00	Fail to Reject Null Hypothesis	0.5519676247517982
STOP_FRISK_TIME-14:59:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-15:00:00	Fail to Reject Null Hypothesis	0.6557627774773265
STOP_FRISK_TIME-15:01:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-15:02:00	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_FRISK_TIME-15:03:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-15:04:00	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_FRISK_TIME-15:05:00	Fail to Reject Null Hypothesis	0.4781514558323109
STOP_FRISK_TIME-15:06:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-15:07:00	Fail to Reject Null Hypothesis	0.35108021148403035
STOP_FRISK_TIME-15:08:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-15:09:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-15:10:00	Fail to Reject Null Hypothesis	0.5914909289559351
STOP_FRISK_TIME-15:11:00	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_FRISK_TIME-15:12:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-15:13:00	Fail to Reject Null Hypothesis	0.0013703769800186578
STOP_FRISK_TIME-15:14:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-15:15:00	Fail to Reject Null Hypothesis	0.3220376668460161
STOP_FRISK_TIME-15:16:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-15:17:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-15:18:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-15:19:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-15:20:00	Fail to Reject Null Hypothesis	0.16560102949142202
STOP_FRISK_TIME-15:21:00	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_FRISK_TIME-15:22:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-15:23:00	Fail to Reject Null Hypothesis	0.008134325865471293
STOP_FRISK_TIME-15:24:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-15:25:00	Fail to Reject Null Hypothesis	0.0015628290041501045
STOP_FRISK_TIME-15:26:00	Reject Null Hypothesis	7.88346353039715e-06
STOP_FRISK_TIME-15:27:00	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_FRISK_TIME-15:28:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-15:29:00	Fail to Reject Null Hypothesis	0.004048927043685364
STOP_FRISK_TIME-15:30:00	Fail to Reject Null Hypothesis	0.3624514742681181
STOP_FRISK_TIME-15:31:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-15:32:00	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_FRISK_TIME-15:34:00	Fail to Reject Null Hypothesis	0.10674374269092195
STOP_FRISK_TIME-15:35:00	Fail to Reject Null Hypothesis	0.7956490764218231
STOP_FRISK_TIME-15:36:00	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_FRISK_TIME-15:37:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-15:38:00	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_FRISK_TIME-15:39:00	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_FRISK_TIME-15:40:00	Fail to Reject Null Hypothesis	0.3289807573161808
STOP_FRISK_TIME-15:41:00	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_FRISK_TIME-15:42:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-15:43:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-15:44:00	Fail to Reject Null Hypothesis	0.7066489040931065
STOP_FRISK_TIME-15:45:00	Fail to Reject Null Hypothesis	0.9027427972278934
STOP_FRISK_TIME-15:46:00	Fail to Reject Null Hypothesis	0.406788694730136
STOP_FRISK_TIME-15:47:00	Fail to Reject Null Hypothesis	0.877783938893591
STOP_FRISK_TIME-15:48:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-15:49:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-15:50:00	Fail to Reject Null Hypothesis	0.7677973157228477
STOP_FRISK_TIME-15:51:00	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_FRISK_TIME-15:52:00	Fail to Reject Null Hypothesis	0.6717800001182542
STOP_FRISK_TIME-15:53:00	Fail to Reject Null Hypothesis	0.1414045182194423
STOP_FRISK_TIME-15:54:00	Fail to Reject Null Hypothesis	0.4073283153640822
STOP_FRISK_TIME-15:55:00	Fail to Reject Null Hypothesis	0.030081457298598
STOP_FRISK_TIME-15:56:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-15:57:00	Fail to Reject Null Hypothesis	0.1908032628916172
STOP_FRISK_TIME-15:58:00	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_FRISK_TIME-15:59:00	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_FRISK_TIME-16:00:00	Fail to Reject Null Hypothesis	0.30661326421482615
STOP_FRISK_TIME-16:01:00	Fail to Reject Null Hypothesis	0.10677042173671872
STOP_FRISK_TIME-16:02:00	Fail to Reject Null Hypothesis	0.6717800001182542
STOP_FRISK_TIME-16:03:00	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_FRISK_TIME-16:04:00	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_FRISK_TIME-16:05:00	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_FRISK_TIME-16:06:00	Fail to Reject Null Hypothesis	0.5867536789575318
