Pair	Hypothesis	P-value
STOP_LOCATION_STREET_NAME-W 37 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-W 38 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 39 ST	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_LOCATION_STREET_NAME-W 4 ST	Fail to Reject Null Hypothesis	0.45268259344670525
STOP_LOCATION_STREET_NAME-W 40 ST	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_LOCATION_STREET_NAME-W 41 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 42 ST	Fail to Reject Null Hypothesis	0.3802022379761707
STOP_LOCATION_STREET_NAME-W 43 ST	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-W 44 ST	Fail to Reject Null Hypothesis	0.2640778656487735
STOP_LOCATION_STREET_NAME-W 45 ST	Fail to Reject Null Hypothesis	0.877783938893591
STOP_LOCATION_STREET_NAME-W 46 ST	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-W 47 ST	Fail to Reject Null Hypothesis	0.3952062196663525
STOP_LOCATION_STREET_NAME-W 48 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-W 49 ST	Fail to Reject Null Hypothesis	0.15607298250187077
STOP_LOCATION_STREET_NAME-W 5 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-W 50 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-W 51 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 52 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 53 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 54 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-W 56 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-W 57 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 58 ST	Fail to Reject Null Hypothesis	0.6717800001182542
STOP_LOCATION_STREET_NAME-W 59 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-W 6 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 60 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-W 61 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 62 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-W 63 ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-W 65 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 66 ST	Fail to Reject Null Hypothesis	0.055865580405988234
STOP_LOCATION_STREET_NAME-W 69 ST	Fail to Reject Null Hypothesis	0.03372826750416055
STOP_LOCATION_STREET_NAME-W 7 ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-W 70 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 71 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-W 72 ST	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_LOCATION_STREET_NAME-W 74 ST	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_LOCATION_STREET_NAME-W 75 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-W 76 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 77 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-W 79 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 8 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-W 80 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 81 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 82 ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_STREET_NAME-W 86 ST	Fail to Reject Null Hypothesis	0.6729578837632416
STOP_LOCATION_STREET_NAME-W 89 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 9 ST	Fail to Reject Null Hypothesis	0.061519159687509345
STOP_LOCATION_STREET_NAME-W 90 ST	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_STREET_NAME-W 91 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 92 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 93 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W 94 ST	Fail to Reject Null Hypothesis	0.15588057510612927
STOP_LOCATION_STREET_NAME-W 95 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-W 96 ST	Fail to Reject Null Hypothesis	0.8447329689820648
STOP_LOCATION_STREET_NAME-W 97 ST	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_STREET_NAME-W 99 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-W BROADWAY	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-W BURNSIDE AVE	Fail to Reject Null Hypothesis	0.2640778656487735
STOP_LOCATION_STREET_NAME-W END AVE	Fail to Reject Null Hypothesis	0.5519676247517982
STOP_LOCATION_STREET_NAME-W FARMS RD	Fail to Reject Null Hypothesis	0.8763016485202793
STOP_LOCATION_STREET_NAME-W FORDHAM RD	Fail to Reject Null Hypothesis	0.8004432886451558
STOP_LOCATION_STREET_NAME-W GUN HILL RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-W HOUSTON ST	Fail to Reject Null Hypothesis	0.877783938893591
STOP_LOCATION_STREET_NAME-W KINGSBRIDGE RD	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_STREET_NAME-W TREMONT AVE	Fail to Reject Null Hypothesis	0.3441828525369875
STOP_LOCATION_STREET_NAME-WADSWORTH AVE	Fail to Reject Null Hypothesis	0.7956490764218231
STOP_LOCATION_STREET_NAME-WAINWRIGHT AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WALES AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WALKER ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WALL ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-WALLACE AVE	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_STREET_NAME-WALTON AVE	Fail to Reject Null Hypothesis	0.37121748096863705
STOP_LOCATION_STREET_NAME-WALWORTH ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WARING AVE	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-WARREN ST	Fail to Reject Null Hypothesis	0.2045778138164859
STOP_LOCATION_STREET_NAME-WARWICK ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WASHINGTON AVE	Fail to Reject Null Hypothesis	0.04199019066162755
STOP_LOCATION_STREET_NAME-WASHINGTON PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WASHINGTON SQ N	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WASHINGTON SQ S	Fail to Reject Null Hypothesis	0.02714671820326188
STOP_LOCATION_STREET_NAME-WASHINGTON SQ W	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WASHINGTON ST	Fail to Reject Null Hypothesis	0.29484782508216245
STOP_LOCATION_STREET_NAME-WATER ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WATKINS ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WATSON AVE	Fail to Reject Null Hypothesis	0.5210160906669229
STOP_LOCATION_STREET_NAME-WAVERLY PL	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WEBB AVE	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_STREET_NAME-WEBSTER AVE	Fail to Reject Null Hypothesis	0.5449536915536864
STOP_LOCATION_STREET_NAME-WEBSTER AVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WELLING CT	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WEST 110 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST 12 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST 225 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST 98 STREET	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST FORDHAM ROAD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WEST ST	Fail to Reject Null Hypothesis	0.5210160906669229
STOP_LOCATION_STREET_NAME-WESTBURY CT	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WESTCHESTER AVE	Fail to Reject Null Hypothesis	0.12189083234667311
STOP_LOCATION_STREET_NAME-WESTCHESTER AVENUE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WETHEROLE ST	Fail to Reject Null Hypothesis	0.0026298082635186747
STOP_LOCATION_STREET_NAME-WHIPPLE ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WHITE PLAINS RD	Fail to Reject Null Hypothesis	0.10486499026323606
STOP_LOCATION_STREET_NAME-WHITE PLAINS ROAD	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WHITE ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-WHITEHALL ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WHITESTONE EXPY	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WHITMAN DR	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WHITTIER ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WILLIAMS AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WILLIAMS PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WILLIAMSBRIDGE RD	Fail to Reject Null Hypothesis	0.5519676247517982
STOP_LOCATION_STREET_NAME-WILLIS AVE	Fail to Reject Null Hypothesis	0.15454665345523924
STOP_LOCATION_STREET_NAME-WILLIS AVENUE	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-WILLIS AVENUE BRIDGE APPR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WILLMOHR ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_STREET_NAME-WILLOUGHBY AVE	Fail to Reject Null Hypothesis	0.7956490764218231
STOP_LOCATION_STREET_NAME-WILLOUGHBY ST	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_LOCATION_STREET_NAME-WILLOW POND RD	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_STREET_NAME-WILSON AVE	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-WINDSOR PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WINTHROP ST	Fail to Reject Null Hypothesis	0.2635785099860006
STOP_LOCATION_STREET_NAME-WOODBINE ST	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WOODHAVEN BLVD	Fail to Reject Null Hypothesis	0.00018343643203202347
STOP_LOCATION_STREET_NAME-WOODVALE AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WOODWARD AVE	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-WOODYCREST AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WOOLLEY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_STREET_NAME-WORTMAN AVE	Fail to Reject Null Hypothesis	0.6276966406217709
STOP_LOCATION_STREET_NAME-WRIGHT STREET	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_STREET_NAME-WYCKOFF AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-WYONA ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-WYTHE AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-YELLOWSTONE BOULEVARD	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_STREET_NAME-YORK AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_STREET_NAME-YORK ST	Fail to Reject Null Hypothesis	0.4494049308470288
STOP_LOCATION_STREET_NAME-ZEREGA AVE	Fail to Reject Null Hypothesis	0.033944602375025154
SUSPECT_EYE_COLOR-BLACK	Reject Null Hypothesis	5.920644370775501e-18
SUSPECT_EYE_COLOR-BROWN	Reject Null Hypothesis	1.345575964977066e-06
SUSPECT_EYE_COLOR-OTHER	Reject Null Hypothesis	3.903021822039405e-67
SUSPECT_EYE_COLOR-unknown	Reject Null Hypothesis	2.0811561143360124e-06
STOP_LOCATION_BORO_NAME-BRONX	Reject Null Hypothesis	2.20529416914187e-14
STOP_LOCATION_BORO_NAME-BROOKLYN	Reject Null Hypothesis	2.4317197860518318e-05
STOP_LOCATION_BORO_NAME-MANHATTAN	Reject Null Hypothesis	2.8787548588580645e-06
STOP_LOCATION_BORO_NAME-QUEENS	Reject Null Hypothesis	1.8283001278403056e-50
STOP_LOCATION_BORO_NAME-STATEN ISLAND	Reject Null Hypothesis	0.00720146462640635
SUSPECTED_CRIME_DESCRIPTION-ASSAULT	Fail to Reject Null Hypothesis	0.0338948074905951
SUSPECTED_CRIME_DESCRIPTION-AUTO STRIPPIG	Reject Null Hypothesis	1.7313374172692935e-06
SUSPECTED_CRIME_DESCRIPTION-BURGLARY	Reject Null Hypothesis	2.0256334808397843e-19
SUSPECTED_CRIME_DESCRIPTION-CPSP	Fail to Reject Null Hypothesis	0.6007914544678503
SUSPECTED_CRIME_DESCRIPTION-CPW	Reject Null Hypothesis	3.3351502314388783e-21
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL MISCHIEF	Fail to Reject Null Hypothesis	0.036948309175338125
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE	Fail to Reject Null Hypothesis	0.24656836533802481
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL POSSESSION OF FORGED INSTRUMENT	Fail to Reject Null Hypothesis	0.09059131339216027
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL POSSESSION OF MARIHUANA	Fail to Reject Null Hypothesis	0.5498404729450574
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL SALE OF CONTROLLED SUBSTANCE	Fail to Reject Null Hypothesis	0.013358644520594522
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL SALE OF MARIHUANA	Fail to Reject Null Hypothesis	0.5907023746262225
SUSPECTED_CRIME_DESCRIPTION-CRIMINAL TRESPASS	Fail to Reject Null Hypothesis	0.5742474559386574
SUSPECTED_CRIME_DESCRIPTION-FORCIBLE TOUCHING	Fail to Reject Null Hypothesis	0.5099306200298668
SUSPECTED_CRIME_DESCRIPTION-GRAND LARCENY	Fail to Reject Null Hypothesis	0.4909400537128801
SUSPECTED_CRIME_DESCRIPTION-GRAND LARCENY AUTO	Fail to Reject Null Hypothesis	0.27021528684881907
SUSPECTED_CRIME_DESCRIPTION-MAKING GRAFFITI	Reject Null Hypothesis	1.0701619121203583e-06
SUSPECTED_CRIME_DESCRIPTION-MENACING	Fail to Reject Null Hypothesis	0.2014523784878897
SUSPECTED_CRIME_DESCRIPTION-MURDER	Fail to Reject Null Hypothesis	0.37195570963846486
SUSPECTED_CRIME_DESCRIPTION-OTHER	Reject Null Hypothesis	0.0013649931481137525
SUSPECTED_CRIME_DESCRIPTION-PETIT LARCENY	Reject Null Hypothesis	2.8839162942544665e-09
SUSPECTED_CRIME_DESCRIPTION-PROSTITUTION	Fail to Reject Null Hypothesis	0.7660254633840331
SUSPECTED_CRIME_DESCRIPTION-RAPE	Fail to Reject Null Hypothesis	0.06864549473922568
SUSPECTED_CRIME_DESCRIPTION-RECKLESS ENDANGERMENT	Fail to Reject Null Hypothesis	0.12323480177815127
SUSPECTED_CRIME_DESCRIPTION-ROBBERY	Reject Null Hypothesis	0.000878567509129491
SUSPECTED_CRIME_DESCRIPTION-TERRORISM	Fail to Reject Null Hypothesis	0.1544689080749864
SUSPECTED_CRIME_DESCRIPTION-THEFT OF SERVICES	Fail to Reject Null Hypothesis	0.8223330627018965
SUSPECTED_CRIME_DESCRIPTION-UNAUTHORIZED USE OF A VEHICLE	Reject Null Hypothesis	0.00010623893533056412
STOP_LOCATION_FULL_ADDRESS- BROOKLYN BRG	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS- HARLEM RIVER DR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-00 EAST 85 ST TRANSVERSE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-00 EAST 85 STREET TRANSVERSE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && 39 ST	Fail to Reject Null Hypothesis	0.7566376415060623
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 100 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 105 ST	Fail to Reject Null Hypothesis	0.9369254528258079
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 108 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 21 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 24 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 49 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 5 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 62 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 87 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 97 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 AVE && E 99 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1 AVE && E HOUSTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 BEARD ST	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-1 BENNETT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 BROOKDALE PLZ	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 CAMPUS RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 E 35 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1 E 53 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 E 60 ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-1 E BURNSIDE AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 E FORDHAM RD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1 RICHMOND TER	Fail to Reject Null Hypothesis	0.8325047635266902
STOP_LOCATION_FULL_ADDRESS-1 ST && 26 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-10 AMBOY ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 AVE && 59 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-10 AVE && 61 ST	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_FULL_ADDRESS-10 AVE && W 31 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 AVE && W 40 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-10 AVE && W 58 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 COLUMBUS CIR	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 CURTIS CT	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 E 14 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 E 23 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 GRAND ARMY PLZ	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 PALADINO AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 PATCHIN PL	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 PLAZA ST E	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 ROSECLIFF RD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-10 ST && 4 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-10 UNION SQ E	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-10 WOODWARD AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-10-12 37 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-100 ALDRICH ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-100 CLINTON ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 E 183 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 LENOX AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 LINDEN BLVD	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-100 LOCKMAN AVE	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-100 MORTON ST	Fail to Reject Null Hypothesis	0.5867536789575318
STOP_LOCATION_FULL_ADDRESS-100 PITT ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 ST && 32 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 ST && 37 AVE	Fail to Reject Null Hypothesis	0.10442208449057705
STOP_LOCATION_FULL_ADDRESS-100 ST && LEWIS AVE	Fail to Reject Null Hypothesis	0.8203830362544028
STOP_LOCATION_FULL_ADDRESS-100 ST && NORTHERN BLVD	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-100 W 125 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 W 57 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 W 77 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100 W 92 ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100-01 UNION TPKE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-100-02 QUEENS BLVD	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100-06 92 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100-10 31 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100-14 32 AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-100-31 67 DR	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1000 3 AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1000 OGDEN AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1000 SUTTER AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1000 UNION ST	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1001 FINDLAY AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1001 FLATBUSH AVE	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-1001 RATHBUN AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1005 FLATBUSH AVE	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-1005 GATES AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-1007 QUENTIN RD	Fail to Reject Null Hypothesis	0.010890955187039312
STOP_LOCATION_FULL_ADDRESS-1009 BELMONT AVE	Fail to Reject Null Hypothesis	0.7660254633840331
STOP_LOCATION_FULL_ADDRESS-101 AVE && 103 ST	Fail to Reject Null Hypothesis	0.3231922936706571
STOP_LOCATION_FULL_ADDRESS-101 AVE && 98 ST	Reject Null Hypothesis	7.88346353039715e-06
STOP_LOCATION_FULL_ADDRESS-101 AVE && WALTHAM ST	Fail to Reject Null Hypothesis	0.7660254633840331
